m1a2;t2
113;737
1387;1997
2689;3301
4053;4672
5466;6074
6849;7464
8160;8790
9489;10079
10827;11450
12193;12815
13585;14189
14962;15574
16261;16872
17562;18201
18866;19480
20193;20814
21545;22157
22915;23530
24223;24835
25512;26129
26824;27440
28152;28770
29528;30158
30967;31590
32364;32990
33664;34280
34985;35603
36322;36937
37686;38306
39054;39669
40403;41023
41678;42297
42929;43544
44192;44808
45473;46108
46832;47446
48237;48824
49612;50230
50914;51533
52232;52857
53562;54179
54906;55527
56266;56888
57588;58205
58861;59479
60134;60754
61404;62017
62701;63323
64022;64639
65341;65956
66633;67242
67883;68486
69147;69760
70431;71039
71765;72375
73153;73768
74558;75178
75904;76524
77205;77823
78514;79132
79822;80435
81135;81751
82463;83082
83784;84401
85051;85661
86303;86912
87558;88173
88824;89443
90128;90739
91450;92073
92749;0
