m1a3;t3
196;886
2230;2931
4313;5006
6378;7067
8368;9057
10222;10909
11956;12654
13741;14424
15543;16231
17374;18069
19076;19766
20902;21591
22861;23558
24875;25564
26782;27477
28632;29315
30682;31385
32685;33373
34571;35261
36285;36974
38084;38775
39959;40652
41738;42426
43441;44134
45191;45886
46958;47636
48753;49424
50548;51239
52199;52895
54150;54839
56163;56857
58231;58933
60228;60930
61935;62636
63874;64570
65932;66633
67923;68626
69784;70482
71596;72299
73598;74296
75606;76293
77578;78284
79272;79969
81189;81892
83218;83917
85168;85859
86961;87660
88655;89352
90422;91113
92148;92842
93836;94531
95434;96130
97190;97881
99054;99748
1.0089e+05;1.0158e+05
1.0258e+05;1.0327e+05
1.0419e+05;1.0488e+05
1.0593e+05;1.0663e+05
1.0771e+05;1.084e+05
