m1a3;t3
625;1325
2559;3252
4542;5243
6465;7160
8245;8936
10121;10815
12033;12730
13920;14615
15677;16366
17296;17988
18987;19683
20690;21377
22375;23066
23982;24681
25659;26344
27460;28150
29383;30078
31194;31889
33082;33779
35011;35710
36823;37523
38596;39286
40296;40990
42017;42710
43725;44416
45424;46122
47030;47720
48666;49360
50342;51032
52088;52778
53880;54572
55504;56194
57235;57931
59041;59737
60973;61663
62839;63535
64598;65293
66533;67221
68511;69198
70449;71150
72298;72991
74090;74784
76059;76753
78092;78785
79995;80687
81752;82448
83593;84283
85482;86176
87410;88111
89324;90017
91164;91859
93179;93876
95245;95946
97281;97984
99046;99737
1.0073e+05;1.0143e+05
1.0245e+05;1.0314e+05
1.0422e+05;1.0491e+05
1.0589e+05;1.0658e+05
1.0752e+05;1.0822e+05
1.0923e+05;1.0992e+05
