m1a3;t3
790;204
1995;1454
3212;2637
4415;3885
5620;5070
6823;6268
8005;7502
9206;8650
10441;9857
11649;11078
12879;12305
14127;13538
15326;14786
16542;15971
17765;17194
18989;18435
20213;19644
21435;20860
22633;22088
23836;23287
25049;24489
26272;25711
27475;26914
28696;28142
29898;29360
31072;30548
32259;31743
33480;32923
34692;34157
35906;35363
37120;36551
38349;37786
39529;39050
40717;40169
41902;41382
43107;42573
44312;43734
45513;44952
46683;46159
47844;47329
49037;48496
50225;49683
51421;50874
52607;52070
53768;53264
54944;54413
56122;55613
57316;56761
58517;57959
59705;59157
60875;60353
62040;61506
63226;62701
64417;63863
65619;65102
66807;66257
67972;67451
69143;68599
70320;69794
71504;70940
72704;72196
73877;73354
75052;74516
76218;75707
77394;76884
78557;78038
79732;79200
80909;80375
82074;81550
83234;82695
84410;83859
85594;85031
86773;86232
87957;87419
89131;88633
90311;89754
91510;90967
92717;92169
93916;93372
95135;94570
96327;95787
97529;96970
98762;98159
1.0001e+05;99404
1.0124e+05;1.0065e+05
1.0248e+05;1.0188e+05
1.037e+05;1.0313e+05
1.049e+05;1.043e+05
