m1a3;t3
253;925
1535;2207
2830;3508
4091;4747
5383;6041
6666;7334
7952;8616
9210;9842
10487;11141
11774;12448
13033;13697
14308;14984
15609;16246
16898;17536
18172;18838
19451;20141
20758;21459
22056;22735
23360;23991
24657;25282
25913;26561
27162;27888
28436;29089
29701;30335
30981;31636
32222;32939
33474;34169
34750;35395
36034;36708
37317;37977
38588;39290
39844;40466
41080;41740
42321;43002
43565;44242
44819;45459
46067;46729
47282;47962
48502;49151
49729;50408
50959;51633
52197;52839
53425;54107
54653;55298
55889;56532
57140;57816
58382;59031
59638;60286
60927;61580
62173;62832
63424;64078
64685;65332
65948;66597
67200;67881
68476;69131
69725;70363
70943;71634
72206;72899
73464;74101
74714;75360
75973;76658
77214;77873
78438;79098
79677;80341
80934;81595
82174;82822
83418;84069
84657;85326
85868;86506
87095;87761
88346;89018
89602;90230
90859;91519
92136;92823
93366;94061
94594;95241
95872;96532
97144;97823
98411;99089
99686;1.0033e+05
1.0093e+05;1.0159e+05
1.0217e+05;1.0284e+05
1.0343e+05;1.0407e+05
1.0469e+05;1.0532e+05
1.0596e+05;1.0661e+05
