m1a3;t3
61;672
1624;2284
3177;3824
4729;5343
6266;6910
7781;8434
9309;9922
10854;11483
12437;13035
14044;14645
15651;16290
17236;17867
18771;19421
20321;20945
21888;22536
23460;24107
25059;25750
26616;27267
28164;28741
29700;30365
31283;31931
32881;33526
34491;35148
36074;36730
37629;38295
39154;39766
40696;41322
42288;42886
43963;44628
45700;46344
47373;48009
48952;49574
50512;51171
52065;52654
53643;54236
55184;55799
56721;57395
58263;58870
59835;60437
61453;62100
63101;63744
64676;65310
66211;66895
67746;68409
69283;69931
70834;71447
72441;73060
73969;74612
75427;75934
76867;77390
78346;78916
79834;80486
81343;81875
82898;83422
84442;85125
86051;86666
87620;88272
89142;89752
90689;91295
92216;92876
93779;94506
95304;95977
96842;97495
98386;99020
99962;1.0063e+05
1.0152e+05;1.0212e+05
1.0307e+05;1.0367e+05
1.0461e+05;1.0524e+05
