m2a2;t2
462;1115
2378;3035
4385;5045
6451;7113
8374;9044
10232;10884
12037;12699
13978;14642
16062;16716
18122;18785
20060;20725
21932;22596
23797;24465
25692;26358
27712;28374
29687;30355
31563;32233
33353;34024
35172;35840
37140;37806
39095;39759
41046;41718
42897;43572
44686;45357
46577;47251
48594;49267
50589;51260
52492;53168
54279;54957
56070;56749
57927;58591
59776;60447
61621;62286
63425;64096
65200;65872
66982;67653
68960;69632
70965;71634
72930;73598
74833;75501
76666;77343
78532;79205
80391;81068
82365;83043
84446;85120
86489;87160
88498;89179
90420;0
