m2a2;t2
82;724
1700;2352
3298;3945
4908;5550
6461;7114
7986;8641
9526;10179
11056;11717
12612;13251
14200;14845
15820;16471
17443;18098
19029;19682
20599;21249
22136;22791
23658;24302
25193;25839
26738;27384
28337;28986
29989;30641
31670;32326
33342;33990
34971;35620
36562;37218
38140;38799
39691;40346
41239;41891
42768;43420
44306;44962
45901;46558
47551;48201
49228;49882
50862;51518
52476;53133
54059;54708
55575;56220
57082;57743
58577;59231
60083;60728
61641;62292
63225;63880
64847;65498
66456;67109
68037;68696
69606;70261
71153;71807
72686;73340
74184;74837
75688;76341
77233;77884
78832;79486
80451;81108
82046;82696
83626;84284
85192;85845
86737;87385
88250;88913
89746;90395
91245;91903
92768;93422
94351;95008
95909;96559
97455;98112
