m1a1;t3
781;1464
2681;3395
4641;5331
6643;7333
8541;9228
10534;11240
12564;13255
14641;15333
16653;17341
18668;19450
20690;21378
22690;23407
24569;25292
26490;27186
28435;29134
30411;31122
32382;33077
34255;34968
36244;36932
38255;38934
40198;40912
42049;42740
43972;44694
45942;46621
47854;48580
49733;50435
51722;52470
53770;54478
55797;56507
57704;58390
59670;60361
61604;62308
63415;64128
65309;66007
67227;67915
69101;69806
70917;71623
72809;73504
74729;75436
76553;77264
78448;79160
80360;81037
82155;82864
84027;84716
85945;86631
87858;88606
89763;90489
91714;92410
93670;94380
95500;96196
97374;98085
99284;99981
1.0114e+05;1.0181e+05
1.0309e+05;1.038e+05
1.0508e+05;1.0578e+05
1.07e+05;1.0772e+05
1.0884e+05;0
