m1a1;t1
845;1579
2689;3454
4564;5295
6462;7214
8280;9042
10110;10850
11966;12651
13820;14559
15613;16379
17436;18180
19261;19988
21270;21838
22959;23688
24767;25496
26625;27377
28489;29243
30294;31087
32125;32881
33987;34737
35817;36551
37606;38322
39419;40178
41254;42001
43129;43854
44997;45735
46794;47522
48641;49391
50493;51255
52357;53131
54166;54969
56014;56719
57885;58631
59766;60514
61580;62321
63398;64147
65232;65977
67087;67860
68913;69659
70727;71473
72569;73292
74446;75178
76308;77037
78144;78891
80009;80758
81870;82590
83746;84494
85559;86274
87392;88097
89272;90004
91144;91883
93009;93757
94821;95624
96653;97386
98497;99233
1.0032e+05;1.0103e+05
1.0211e+05;1.0284e+05
1.0393e+05;1.0469e+05
1.0575e+05;0
