m1a3;t3
381;1076
2046;2730
3808;4499
5864;6562
7852;8563
9559;10253
11316;12009
13080;13767
14909;15611
16736;17431
18482;19175
20305;21004
22149;22854
23946;24648
25742;26440
27257;27946
28836;29529
30524;31214
32224;32918
33877;34568
35601;36303
37215;37895
39066;39763
40642;41331
42312;43003
44119;44812
46009;46705
47831;48517
49371;50057
50983;51680
52474;53162
54100;54787
55884;56585
57641;58336
59426;60124
61328;62021
63270;63960
65192;65890
66979;67651
68769;69466
70331;71018
72018;72711
73838;74526
75671;76362
77300;77994
78926;79609
80642;81344
82467;83167
84297;84996
85842;86534
87436;88118
89123;89817
90872;91563
92620;93308
94273;94956
95990;96705
97771;98463
99471;1.0016e+05
1.0124e+05;1.0193e+05
1.0304e+05;1.0373e+05
1.0476e+05;1.0545e+05
1.0646e+05;1.0716e+05
1.0817e+05;1.0886e+05
1.0994e+05;0
