m1a3;t3
498;1190
2168;2859
3893;4596
5667;6372
7449;8157
8946;9635
10505;11198
12097;12773
13710;14414
15343;16042
17030;17743
18798;19498
20266;20963
21785;22473
23378;24066
25038;25738
26629;27319
28229;28915
29874;30567
31667;32361
33196;33879
34796;35478
36487;37179
38288;38973
40156;40842
41664;42351
43256;43935
44931;45625
46764;47454
48692;49384
50624;51313
52534;53239
54502;55196
56234;56930
57933;58613
59608;60303
61372;62066
62896;63585
64545;65243
66156;66847
67916;68604
69620;70314
71296;71981
73088;73784
74926;75621
76765;77459
78516;79220
79989;80670
81500;82178
83078;83781
84720;85413
86408;87090
87982;88668
89606;90290
91292;91956
92813;93495
94443;95119
96031;96721
97810;98504
99693;1.0038e+05
1.0155e+05;1.0226e+05
1.0336e+05;1.0406e+05
1.0485e+05;1.0552e+05
1.0637e+05;1.0706e+05
