m1a3;t3
218;869
1397;2071
2586;3241
3805;4478
5027;5686
6272;6966
7447;8105
8642;9303
9818;10470
11008;11677
12194;12846
13388;14029
14545;15201
15721;16358
16909;17562
18129;18788
19343;20011
20541;21181
21714;22376
22871;23522
24058;24706
25218;25863
26398;27052
27573;28216
28728;29371
29876;30522
31046;31673
32216;32870
33405;34051
34577;35224
35757;36383
36911;37563
38104;38765
39277;39924
40499;41141
41697;42332
42887;43533
44068;44714
45262;45927
46447;47106
47653;48301
48884;49539
50062;50701
51251;51897
52449;53113
53683;54333
54890;55548
56098;56744
57278;57937
58444;59076
59617;60276
60806;61460
61997;62622
63189;63842
64360;65021
65524;66174
66722;67367
67933;68569
69126;69762
70358;71009
71531;72177
72700;73343
73862;74511
75034;75686
76216;76874
77397;78056
78561;79206
79724;80371
80906;81550
82093;82725
83303;83959
84509;85142
85710;86393
86880;87539
88056;88703
89236;89879
90418;91064
91616;92290
92795;93433
93976;94615
95149;95812
96325;96974
97508;98165
98709;99350
99888;1.0054e+05
1.0106e+05;1.0172e+05
1.0225e+05;1.029e+05
1.0343e+05;1.0409e+05
