m1a3;t3
731;231
1960;1386
3175;2616
4360;3824
5558;5044
6756;6213
7985;7415
9195;8641
10400;9843
11587;11056
12779;12221
14010;13449
15214;14638
16432;15863
17644;17138
18832;18336
20011;19486
21215;20655
22396;21863
23612;23032
24820;24255
26007;25458
27184;26653
28364;27838
29562;29009
30761;30217
31955;31419
33134;32620
34301;33764
35482;34992
36705;36121
37910;37361
39118;38555
40313;39780
41497;40993
42672;42149
43860;43334
45061;44503
46249;45720
47451;46887
48629;48104
49781;49275
50968;50437
52142;51612
53340;52804
54563;53965
55759;55222
56942;56422
58104;57582
59277;58757
60473;59934
61674;61135
62866;62307
64059;63518
65216;64704
66378;65858
67525;67018
68705;68191
69894;69354
71099;70536
72269;71747
73428;72904
74578;74062
75751;75231
76934;76399
78106;77570
79284;78739
80503;79921
81670;81151
82831;82395
84012;83473
85213;84647
86415;85865
87619;87042
88812;88248
89979;89460
91148;90633
92324;91793
93509;92945
94704;94155
95902;95321
97096;96551
98262;97730
99422;98915
1.0061e+05;1.0007e+05
1.0179e+05;1.0126e+05
1.0298e+05;1.0243e+05
1.0417e+05;1.0363e+05
1.0532e+05;1.0479e+05
