m1a3;t3
800;1452
2006;2677
3187;3856
4353;4989
5520;6191
6705;7366
7895;8570
9088;9737
10296;10973
11481;12167
12664;13306
13838;14507
15035;15688
16224;16878
17422;18081
18622;19296
19789;20456
20990;21648
22193;22850
23399;24062
24609;25298
25818;26481
27013;27669
28194;28865
29380;30036
30593;31248
31811;32482
33031;33692
34249;34918
35425;36103
36617;37284
37812;38487
39002;39660
40186;40837
41351;42009
42517;43189
43681;44339
44870;45537
46076;46736
47258;47920
48459;49126
49675;50324
50857;51517
52071;52742
53308;53971
54515;55183
55709;56388
56894;57555
58074;58734
59249;59884
60422;61071
61602;62264
62779;63448
63949;64616
65132;65800
66316;66979
67511;68183
68678;69325
69850;70505
71011;71663
72188;72836
73358;74018
74559;75218
75745;76429
76909;77554
78087;78752
79308;79969
80510;81170
81744;82403
82943;83581
84134;84792
85336;85995
86539;87197
87753;88402
88947;89607
90118;90775
91282;91953
92456;93108
93630;94291
94803;95467
95971;96616
97179;97810
98340;98995
99518;1.0015e+05
1.0068e+05;1.013e+05
1.0185e+05;1.0249e+05
1.0299e+05;0
