m1a3;t3
362;1006
1566;2197
2756;3397
3953;4616
5155;5794
6345;6986
7560;8231
8723;9381
9885;10552
11024;11671
12196;12828
13351;13995
14524;15164
15702;16379
16934;17611
18112;18768
19287;19953
20491;21133
21702;22350
22944;23592
24180;24826
25399;26068
26581;27228
27761;28399
28993;29636
30187;30841
31399;32032
32592;33232
33757;34403
34901;35537
36051;36698
37187;37832
38331;38974
39471;40121
40630;41283
41788;42427
42929;43570
44072;44694
45262;45908
46438;47073
47636;48285
48798;49444
49957;50597
51111;51753
52282;52917
53448;54078
54614;55273
55810;56443
56975;57631
58133;58798
59298;59944
60465;61113
61641;62287
62831;63462
64020;64652
65217;65855
66394;67041
67584;68215
68791;69429
70006;70643
71207;71851
72400;73040
73588;74240
74758;75408
75932;76585
77106;77754
78280;78936
79464;80110
80628;81269
81783;82429
82941;83593
84117;84767
85308;85971
86525;87201
87705;88345
88885;89519
90080;90725
91297;91949
92510;93158
93732;94385
94896;95511
96083;96720
97279;97930
98483;99040
