m1a1;t1
352;1127
2208;2927
4038;4783
5771;6510
7648;8408
9499;10215
11304;12021
13138;13918
15007;15748
16815;17536
18670;19404
20536;21278
22385;23151
24190;24944
26026;26756
27855;28607
29648;30369
31472;32208
33312;34024
35122;35880
36977;37692
38857;39577
40688;41404
42534;43260
44384;45100
46212;46960
48018;48765
49864;50611
51722;52489
53532;54292
55385;56121
57235;57960
59060;59787
60920;61646
62798;63584
64616;65317
66456;67193
68306;69025
70067;70847
71890;72628
73670;74393
75449;76185
77141;77876
78955;79703
80742;81475
82549;83330
84378;85161
86247;87033
88128;88901
89963;90710
91764;92503
93597;94321
95457;96233
97303;98052
99103;99865
1.0095e+05;1.0171e+05
1.028e+05;1.0351e+05
1.0462e+05;1.0537e+05
1.0649e+05;1.0723e+05
1.0832e+05;1.091e+05
