m1a1;t1
773;1358
2374;2962
3981;4569
5577;6168
7089;7677
8551;9134
9981;10565
11387;11972
12795;13382
14181;14762
15553;16135
16942;17520
18426;19005
19971;20565
21516;22108
23053;23637
24610;25196
26162;26748
27686;28278
29145;29733
30619;31202
32108;32692
33620;34206
35194;35795
36718;37304
38293;38879
39850;40439
41425;42020
42992;43581
44570;45163
46150;46739
47742;48335
49253;49841
50762;51349
52285;52875
53834;54422
55347;55936
56868;57462
58425;59013
60033;60622
61620;62218
63173;63768
64763;65355
66352;66942
67895;68494
69337;69925
70784;71373
72201;72794
73612;74202
74994;75590
76333;76917
77690;78277
79075;79665
80584;81180
82166;82762
83688;84275
85283;85874
86924;87521
88542;89141
90064;90651
91624;92217
93140;93734
94633;95232
96055;96643
97504;98100
98944;99541
1.0038e+05;1.0098e+05
1.0175e+05;1.0234e+05
1.0314e+05;1.0372e+05
1.0452e+05;1.051e+05
1.0594e+05;1.0653e+05
1.0746e+05;1.0806e+05
1.0899e+05;1.0959e+05
