m1a1;t1
93;673
1550;2129
2997;3578
4362;4946
5720;6295
7086;7666
8468;9048
9884;10467
11316;11903
12700;13286
14082;14667
15461;16043
16869;17450
18297;18884
19721;20307
21108;21688
22504;23077
23894;24474
25305;25883
26726;27311
28116;28692
29521;30102
30946;31527
32472;33062
34082;34669
35693;36281
37237;37816
38794;39373
40347;40929
41849;42435
43267;43848
44690;45268
46100;46678
47527;48108
48984;49569
50393;50970
51872;52451
53363;53945
54909;55492
56428;57009
57928;58506
59505;60088
61084;61669
62637;63223
64128;64710
65643;66228
67197;67783
68756;69343
70273;70858
71738;72321
73234;73815
74714;75295
76187;76774
77599;78182
79053;79633
80532;81106
82085;82669
83689;84278
85288;85875
86806;87390
88359;88937
89925;90508
91522;92108
93141;93732
94722;95317
96204;96786
97714;98296
99242;99823
1.0081e+05;1.0134e+05
1.0233e+05;1.0292e+05
1.0377e+05;1.0435e+05
1.0524e+05;1.0582e+05
1.0667e+05;1.0725e+05
1.0815e+05;1.0874e+05
1.0971e+05;0
