m1a1;t1
494;1124
2200;2821
3909;4534
5775;6395
7661;8279
9552;10181
11394;12019
13131;13761
14773;15401
16361;16992
17924;18543
19480;20091
21004;21631
22488;23103
24022;24641
25735;26353
27540;28168
29378;30010
31261;31886
33091;33717
34829;35449
36555;37176
38296;38920
40093;40711
41965;42576
43830;44447
45615;46243
47383;48002
49172;49791
50852;51476
52449;53076
54038;54655
55616;56232
57221;57835
58872;59486
60664;61287
62595;63219
64528;65143
66417;67041
68281;68899
70129;70745
71893;72516
73614;74241
75285;75902
76898;77524
78436;79066
79963;80576
81453;82070
82933;83531
84524;85132
86383;86997
88277;88889
90249;90872
92259;92883
94263;94879
96227;96848
98120;98745
99926;1.0055e+05
1.017e+05;1.0232e+05
1.0335e+05;1.0397e+05
1.05e+05;1.0561e+05
1.0668e+05;1.0728e+05
