m2a2;t2
777;1433
2925;3583
5136;5786
7275;7923
9313;9951
11197;11845
13063;13709
14930;15588
16824;17476
18651;19304
20404;21069
22187;22826
24031;24679
25915;26575
27775;28427
29520;30170
31315;31956
33153;33800
34989;35664
36764;37411
38538;39198
40307;40957
42128;42771
43911;44548
45626;46263
47367;48012
49135;49781
50930;51592
52789;53435
54659;55306
56419;57055
58203;58844
60000;60634
61822;62469
63648;64293
65434;66079
67148;67795
68904;69569
70748;71383
72627;73275
74359;74999
76169;76813
78027;78664
79906;80550
81799;82458
83620;84265
85428;86080
87332;87975
89251;89900
91169;91814
93162;93809
95111;95746
96982;97631
98716;99355
1.0046e+05;1.0111e+05
1.0229e+05;1.0293e+05
1.0422e+05;1.0487e+05
