m2a2;t2
456;1094
2357;3020
4419;5084
6473;7138
8411;9068
10180;10833
11973;12614
13827;14488
15715;16373
17637;18287
19449;20110
21150;21802
22901;23562
24700;25346
26608;27249
28457;29106
30191;30852
31926;32575
33612;34260
35240;35884
36801;37436
38423;39049
40068;40700
41830;42464
43648;44299
45527;46180
47244;47899
48994;49626
50732;51375
52472;53109
54192;54833
55816;56474
57452;58083
59092;59744
60793;61444
62499;63144
64175;64828
65867;66507
67608;68250
69421;70069
71258;71897
72962;73600
74745;75384
76574;77208
78403;79041
80179;80819
81916;82550
83699;84336
85525;86167
87386;88026
89155;89793
90822;91474
92498;93134
94189;94830
95950;96591
97822;98458
99725;1.0038e+05
1.0166e+05;1.0231e+05
1.0342e+05;1.0406e+05
1.0521e+05;1.0586e+05
1.0702e+05;1.0767e+05
1.0891e+05;1.0956e+05
