m2a2;t2
711;1374
2608;3267
4456;5105
6452;7126
8582;9241
10705;11359
12737;13388
14762;15429
16658;17314
18492;19146
20348;21018
22235;22893
24077;24732
25929;26599
27637;28287
29295;29947
30959;31608
32632;33276
34399;35046
36238;36884
38113;38771
39836;40491
41577;42234
43403;44064
45267;45921
47116;47792
48911;49571
50680;51332
52450;53101
54228;54890
56066;56721
57977;58628
59911;60581
61832;62483
63651;64307
65349;65999
67127;67774
68976;69632
70722;71374
72458;73123
74309;74960
76364;77026
78522;79184
80785;81434
82836;83497
84746;85396
86759;87406
88791;89445
90893;91555
92876;93526
94718;95367
96583;97244
98552;99213
1.0067e+05;1.0133e+05
1.0302e+05;1.0368e+05
1.055e+05;1.0616e+05
1.078e+05;0
