m2a2;t2
768;1417
3053;3720
5181;5836
7208;7857
9102;9765
11097;11764
13218;13868
15288;15958
17279;17920
19316;19957
21323;21979
23267;23919
25046;25700
26799;27443
28580;29244
30364;31007
32157;32803
33912;34564
35662;36308
37401;38055
39064;39714
40744;41392
42425;43080
44144;44796
45925;46575
47685;48339
49366;50020
51083;51750
52859;53513
54700;55344
56595;57242
58463;59105
60267;60926
61938;62586
63533;64196
65108;65744
66672;67333
68280;68930
70004;70654
71852;72496
73605;74256
75327;75986
77106;77751
78991;79642
80984;81633
83166;83822
85268;85922
87304;87951
89310;89969
91264;91922
93100;93756
94850;95506
96664;97342
98707;99365
1.0088e+05;1.0154e+05
1.0307e+05;1.0373e+05
1.0523e+05;1.0588e+05
1.0736e+05;1.08e+05
1.092e+05;1.0985e+05
