m1a1;t1
676;1300
2572;3190
4487;5115
6488;7125
8394;9014
10184;10810
11863;12490
13600;14227
15434;16058
17363;17983
19311;19927
21276;21903
23138;23766
24894;25516
26700;27329
28515;29152
30336;30967
32141;32770
33901;34521
35584;36206
37226;37839
38958;39584
40833;41455
42794;43413
44730;45355
46614;47236
48441;49066
50122;50746
51754;52370
53424;54044
55231;55849
57221;57851
59235;59851
61205;61827
63137;63770
65016;65639
66751;67385
68405;69021
70133;70754
71933;72553
73837;74451
75834;76456
77882;78504
79834;80468
81763;82386
83649;84286
85334;85961
87026;87640
88795;89419
90678;91296
92698;93317
94659;95283
96672;97296
98746;99386
1.0075e+05;1.0138e+05
1.0272e+05;1.0335e+05
1.0453e+05;1.0517e+05
1.062e+05;1.0682e+05
