m1a1;t1
392;1003
2137;2744
3927;4535
5833;6444
7731;8334
9551;10158
11338;11944
13040;13649
14757;15366
16529;17142
18340;18947
20171;20785
21941;22546
23809;24419
25764;26375
27764;28373
29645;30264
31443;32048
33305;33915
35172;35780
37175;37791
39173;39788
41214;41836
43124;43735
44972;45585
46899;47513
48880;49498
50810;51427
52708;53328
54451;55062
56263;56878
58165;58784
60305;60920
62361;62973
64310;64929
66054;66674
67728;68346
69436;70048
71155;71770
72969;73580
74857;75472
76706;77324
78610;79229
80358;80979
82062;82678
83798;84410
85625;86250
87466;88081
89273;89894
91102;91722
92793;93415
94436;95053
96065;96674
97711;98324
99502;1.0012e+05
1.0143e+05;1.0204e+05
1.0337e+05;1.0399e+05
1.0526e+05;1.0588e+05
1.0705e+05;1.0767e+05
1.0883e+05;0
