m1a1;t1
606;1217
2345;2948
4167;4772
6054;6659
8039;8644
9992;10601
11923;12539
13719;14333
15457;16070
17286;17890
19195;19810
21283;21899
23393;24011
25453;26068
27303;27919
29106;29717
30990;31597
32948;33572
34951;35559
37010;37623
39015;39627
40948;41571
42699;43314
44440;45053
46258;46868
48138;48753
50152;50773
52138;52757
54148;54765
56028;56644
57802;58417
59537;60153
61372;61993
63311;63930
65321;65938
67356;67976
69439;70058
71360;71983
73134;73755
74901;75523
76669;77282
78503;79123
80421;81040
82388;83000
84361;84977
86283;86899
88196;88817
89884;90504
91538;92159
93192;93804
94867;95478
96559;0
