m1a2;t2
113;707
1635;2284
3191;3814
4708;5343
6168;6774
7651;8304
9160;9788
10732;11362
12249;12876
13811;14438
15381;16005
17023;17654
18643;19260
20176;20797
21748;22371
23297;23919
24892;25519
26473;27105
27965;28584
29477;30107
31042;31663
32612;33242
34115;34741
35592;36219
37102;37729
38619;39257
40210;40836
41681;42313
43192;43810
44722;45344
46330;46953
47919;48546
49390;50011
50889;51514
52446;53071
54084;54721
55729;56372
57376;58013
58948;59578
60512;61147
62066;62699
63629;64258
65150;65787
66615;67236
68082;68718
69556;70190
71116;71739
72670;73308
74165;74796
75714;76345
77295;77923
78892;79521
80537;81173
82077;82694
83635;84270
85215;85845
86796;87432
88374;89006
89968;90614
91469;92090
93001;93626
94567;95196
96140;96764
97780;98419
99365;99997
1.0092e+05;1.0155e+05
1.0239e+05;1.0301e+05
1.0389e+05;1.0452e+05
1.054e+05;1.0602e+05
