m1a1;t3
901;1520
2444;3075
3933;4570
5376;6002
6771;7396
8188;8804
9705;10343
11295;11916
12964;13591
14667;15290
16314;16963
17949;18588
19476;20112
20899;21522
22383;23018
23927;24572
25596;26235
27402;28037
29232;29898
30924;31569
32492;33137
34094;34752
35802;36451
37572;38221
39366;40014
41056;41715
42641;43288
44140;44812
45744;46402
47463;48157
49310;49963
51103;51774
52781;53462
54534;55201
56369;57036
58170;58824
59833;60497
61378;62032
62991;63676
64685;65337
66454;67131
68148;68819
69770;70453
71463;72133
73237;73927
75014;75680
76683;77365
78236;78935
79826;80478
81517;82202
83293;83960
85066;85733
86722;87411
88277;88951
89919;90581
91630;92325
93385;94046
95056;95736
96643;97324
98254;98967
99930;1.0059e+05
1.0165e+05;1.0231e+05
1.0332e+05;1.0402e+05
1.0492e+05;1.056e+05
1.0645e+05;1.0716e+05
1.0809e+05;1.0878e+05
