Archivo,Banda,DeltaR,Ángulo,Posición,Trial,MRE,F_ref,F_dom,F_card
DeltaR=20cm_Angle=0_Band2_Supine_Trial7.mat,Bandwidth2,20.0,0,Supine,7,0.7032877604166669,0.21634615384615383,0.368499755859375,1.86309814453125
DeltaR=20cm_Angle=0_Band2_Supine_Trial8.mat,Bandwidth2,20.0,0,Supine,8,0.08000202922077915,0.2313701923076923,0.212860107421875,1.078033447265625
DeltaR=22.5cm_Angle=30_Band2_Facedown_Trial1.mat,Bandwidth2,22.5,30,Facedown,1,2.046875,0.10216346153846154,0.311279296875,0.98876953125
DeltaR=22.5cm_Angle=30_Band2_Facedown_Trial2.mat,Bandwidth2,22.5,30,Facedown,2,0.027448381696428485,0.3365384615384615,0.327301025390625,1.56097412109375
DeltaR=22.5cm_Angle=30_Band2_Facedown_Trial3.mat,Bandwidth2,22.5,30,Facedown,3,0.677734375,0.3125,0.1007080078125,0.83770751953125
DeltaR=22.5cm_Angle=30_Band2_Facedown_Trial4.mat,Bandwidth2,22.5,30,Facedown,4,0.6151315789473684,0.2854567307692307,0.10986328125,0.92926025390625
DeltaR=22.5cm_Angle=30_Band2_Facedown_Trial5.mat,Bandwidth2,22.5,30,Facedown,5,0.5091145833333333,0.2704326923076923,0.13275146484375,0.96588134765625
DeltaR=22.5cm_Angle=30_Band2_Facedown_Trial6.mat,Bandwidth2,22.5,30,Facedown,6,0.6234199438202247,0.2674278846153846,0.1007080078125,1.3092041015625
DeltaR=22.5cm_Angle=30_Band2_Facedown_Trial7.mat,Bandwidth2,22.5,30,Facedown,7,0.11132812499999994,0.2704326923076923,0.240325927734375,0.97503662109375
DeltaR=22.5cm_Angle=30_Band2_Facedown_Trial8.mat,Bandwidth2,22.5,30,Facedown,8,0.6234199438202247,0.2674278846153846,0.1007080078125,1.297760009765625
DeltaR=22.5cm_Angle=30_Band2_Lateral_Trial1.mat,Bandwidth2,22.5,30,Lateral,1,0.11243206521739121,0.3455528846153846,0.30670166015625,0.8697509765625
DeltaR=22.5cm_Angle=30_Band2_Lateral_Trial2.mat,Bandwidth2,22.5,30,Lateral,2,0.5502232142857142,0.31550480769230765,0.14190673828125,0.91094970703125
DeltaR=22.5cm_Angle=30_Band2_Lateral_Trial3.mat,Bandwidth2,22.5,30,Lateral,3,0.13164062499999996,0.3004807692307692,0.26092529296875,0.8331298828125
DeltaR=22.5cm_Angle=30_Band2_Lateral_Trial4.mat,Bandwidth2,22.5,30,Lateral,4,0.04584703947368407,0.2854567307692307,0.272369384765625,0.84228515625
DeltaR=22.5cm_Angle=30_Band2_Lateral_Trial5.mat,Bandwidth2,22.5,30,Lateral,5,0.1294642857142856,0.2944711538461538,0.25634765625,0.890350341796875
DeltaR=22.5cm_Angle=30_Band2_Lateral_Trial6.mat,Bandwidth2,22.5,30,Lateral,6,0.1228693181818181,0.2974759615384615,0.26092529296875,0.885772705078125
DeltaR=22.5cm_Angle=30_Band2_Lateral_Trial7.mat,Bandwidth2,22.5,30,Lateral,7,0.1844223484848484,0.2974759615384615,0.24261474609375,0.94757080078125
DeltaR=22.5cm_Angle=30_Band2_Lateral_Trial8.mat,Bandwidth2,22.5,30,Lateral,8,0.16611842105263144,0.2854567307692307,0.238037109375,0.858306884765625
DeltaR=22.5cm_Angle=30_Band2_Supine_Trial1.mat,Bandwidth2,22.5,30,Supine,1,0.09918478260869557,0.3455528846153846,0.311279296875,0.812530517578125
DeltaR=22.5cm_Angle=30_Band2_Supine_Trial2.mat,Bandwidth2,22.5,30,Supine,2,0.07447076612903218,0.27944711538461536,0.258636474609375,1.01165771484375
DeltaR=22.5cm_Angle=30_Band2_Supine_Trial3.mat,Bandwidth2,22.5,30,Supine,3,0.10614636479591823,0.2944711538461538,0.263214111328125,1.045989990234375
DeltaR=22.5cm_Angle=30_Band2_Supine_Trial4.mat,Bandwidth2,22.5,30,Supine,4,0.15975354381443296,0.29146634615384615,0.244903564453125,0.87432861328125
DeltaR=22.5cm_Angle=30_Band2_Supine_Trial5.mat,Bandwidth2,22.5,30,Supine,5,0.17734374999999997,0.3004807692307692,0.2471923828125,0.894927978515625
DeltaR=22.5cm_Angle=30_Band2_Supine_Trial6.mat,Bandwidth2,22.5,30,Supine,6,0.17299107142857134,0.31550480769230765,0.26092529296875,0.81939697265625
DeltaR=22.5cm_Angle=30_Band2_Supine_Trial7.mat,Bandwidth2,22.5,30,Supine,7,0.19981060606060597,0.2974759615384615,0.238037109375,0.830841064453125
DeltaR=22.5cm_Angle=30_Band2_Supine_Trial8.mat,Bandwidth2,22.5,30,Supine,8,0.11263692010309276,0.29146634615384615,0.258636474609375,0.817108154296875
DeltaR=27cm_Angle=0_Band2_Facedown_Trial1.mat,Bandwidth2,27.0,0,Facedown,1,0.10252939356435628,0.30348557692307687,0.272369384765625,0.85601806640625
DeltaR=27cm_Angle=0_Band2_Facedown_Trial2.mat,Bandwidth2,27.0,0,Facedown,2,0.11995600728155335,0.3094951923076923,0.272369384765625,0.84228515625
DeltaR=27cm_Angle=0_Band2_Facedown_Trial3.mat,Bandwidth2,27.0,0,Facedown,3,0.08752441406249992,0.28846153846153844,0.263214111328125,0.86517333984375
DeltaR=27cm_Angle=0_Band2_Facedown_Trial4.mat,Bandwidth2,27.0,0,Facedown,4,0.1294642857142856,0.2944711538461538,0.25634765625,1.023101806640625
DeltaR=27cm_Angle=0_Band2_Facedown_Trial5.mat,Bandwidth2,27.0,0,Facedown,5,0.12834246134020616,0.29146634615384615,0.254058837890625,1.132965087890625
DeltaR=27cm_Angle=0_Band2_Facedown_Trial6.mat,Bandwidth2,27.0,0,Facedown,6,0.11761293316831668,0.30348557692307687,0.267791748046875,0.89263916015625
DeltaR=27cm_Angle=0_Band2_Facedown_Trial7.mat,Bandwidth2,27.0,0,Facedown,7,0.24605389030612232,0.2944711538461538,0.222015380859375,0.8148193359375
DeltaR=27cm_Angle=0_Band2_Facedown_Trial8.mat,Bandwidth2,27.0,0,Facedown,8,0.10478414948453606,0.29146634615384615,0.26092529296875,0.83770751953125
DeltaR=27cm_Angle=0_Band2_Lateral_Trial1.mat,Bandwidth2,27.0,0,Lateral,1,0.3092889300847457,0.35456730769230765,0.244903564453125,1.25885009765625
DeltaR=27cm_Angle=0_Band2_Lateral_Trial2.mat,Bandwidth2,27.0,0,Lateral,2,0.12735133495145626,0.3094951923076923,0.27008056640625,1.059722900390625
DeltaR=27cm_Angle=0_Band2_Lateral_Trial3.mat,Bandwidth2,27.0,0,Lateral,3,0.4531249999999999,0.35156249999999994,0.1922607421875,0.853729248046875
DeltaR=27cm_Angle=0_Band2_Lateral_Trial4.mat,Bandwidth2,27.0,0,Lateral,4,0.12048969072164946,0.29146634615384615,0.25634765625,1.190185546875
DeltaR=27cm_Angle=0_Band2_Lateral_Trial5.mat,Bandwidth2,27.0,0,Lateral,5,0.6316964285714286,0.2734375,0.1007080078125,1.373291015625
DeltaR=27cm_Angle=0_Band2_Lateral_Trial6.mat,Bandwidth2,27.0,0,Lateral,6,0.21131775442477874,0.3395432692307692,0.267791748046875,0.9246826171875
DeltaR=27cm_Angle=0_Band2_Lateral_Trial7.mat,Bandwidth2,27.0,0,Lateral,7,0.7110721982758621,0.3485576923076923,0.1007080078125,0.844573974609375
DeltaR=27cm_Angle=0_Band2_Lateral_Trial8.mat,Bandwidth2,27.0,0,Lateral,8,0.20719068877551008,0.2944711538461538,0.23345947265625,0.9246826171875
DeltaR=27cm_Angle=0_Band2_Supine_Trial1.mat,Bandwidth2,27.0,0,Supine,1,0.6351431197478992,0.35757211538461536,0.130462646484375,1.1627197265625
DeltaR=27cm_Angle=0_Band2_Supine_Trial2.mat,Bandwidth2,27.0,0,Supine,2,0.6580038265306122,0.2944711538461538,0.1007080078125,1.14898681640625
DeltaR=27cm_Angle=0_Band2_Supine_Trial3.mat,Bandwidth2,27.0,0,Supine,3,0.6276041666666666,0.2704326923076923,0.1007080078125,0.933837890625
DeltaR=27cm_Angle=0_Band2_Supine_Trial4.mat,Bandwidth2,27.0,0,Supine,4,0.0680621603260871,0.27644230769230765,0.295257568359375,2.007293701171875
DeltaR=27cm_Angle=0_Band2_Supine_Trial5.mat,Bandwidth2,27.0,0,Supine,5,0.44866071428571425,0.31550480769230765,0.1739501953125,0.972747802734375
DeltaR=27cm_Angle=0_Band2_Supine_Trial6.mat,Bandwidth2,27.0,0,Supine,6,0.683814858490566,0.31850961538461536,0.1007080078125,1.334381103515625
DeltaR=27cm_Angle=0_Band2_Supine_Trial7.mat,Bandwidth2,27.0,0,Supine,7,0.23081341911764697,0.3064903846153846,0.235748291015625,0.9613037109375
DeltaR=27cm_Angle=0_Band2_Supine_Trial8.mat,Bandwidth2,27.0,0,Supine,8,0.5125,0.3004807692307692,0.146484375,1.444244384765625
DeltaR=8cm_Angle=30_Band2_Facedown_Trial1.mat,Bandwidth2,8.0,30,Facedown,1,0.11995600728155335,0.3094951923076923,0.272369384765625,0.86517333984375
DeltaR=8cm_Angle=30_Band2_Facedown_Trial2.mat,Bandwidth2,8.0,30,Facedown,2,0.12437938084112149,0.3215144230769231,0.281524658203125,1.206207275390625
DeltaR=8cm_Angle=30_Band2_Facedown_Trial3.mat,Bandwidth2,8.0,30,Facedown,3,0.1064453125,0.3125,0.27923583984375,1.190185546875
DeltaR=8cm_Angle=30_Band2_Facedown_Trial4.mat,Bandwidth2,8.0,30,Facedown,4,0.09355468749999996,0.3004807692307692,0.272369384765625,1.036834716796875
DeltaR=8cm_Angle=30_Band2_Facedown_Trial5.mat,Bandwidth2,8.0,30,Facedown,5,0.1113281249999999,0.3064903846153846,0.272369384765625,1.192474365234375
DeltaR=8cm_Angle=30_Band2_Facedown_Trial6.mat,Bandwidth2,8.0,30,Facedown,6,0.12735133495145626,0.3094951923076923,0.27008056640625,1.183319091796875
DeltaR=8cm_Angle=30_Band2_Facedown_Trial7.mat,Bandwidth2,8.0,30,Facedown,7,0.16903409090909083,0.2974759615384615,0.2471923828125,0.839996337890625
DeltaR=8cm_Angle=30_Band2_Facedown_Trial8.mat,Bandwidth2,8.0,30,Facedown,8,0.13892663043478248,0.27644230769230765,0.238037109375,0.8056640625
DeltaR=8cm_Angle=30_Band2_Lateral_Trial1.mat,Bandwidth2,8.0,30,Lateral,1,0.5118963068181819,0.19831730769230768,0.299835205078125,1.190185546875
DeltaR=8cm_Angle=30_Band2_Lateral_Trial2.mat,Bandwidth2,8.0,30,Lateral,2,0.1334575688073394,0.32752403846153844,0.2838134765625,1.1627197265625
DeltaR=8cm_Angle=30_Band2_Lateral_Trial3.mat,Bandwidth2,8.0,30,Lateral,3,0.10893278301886787,0.31850961538461536,0.2838134765625,1.0986328125
DeltaR=8cm_Angle=30_Band2_Lateral_Trial4.mat,Bandwidth2,8.0,30,Lateral,4,0.12109375,0.3125,0.274658203125,1.1993408203125
DeltaR=8cm_Angle=30_Band2_Lateral_Trial5.mat,Bandwidth2,8.0,30,Lateral,5,0.10748106060606051,0.2974759615384615,0.2655029296875,0.867462158203125
DeltaR=8cm_Angle=30_Band2_Lateral_Trial6.mat,Bandwidth2,8.0,30,Lateral,6,0.20811417079207908,0.30348557692307687,0.240325927734375,0.8514404296875
DeltaR=8cm_Angle=30_Band2_Lateral_Trial7.mat,Bandwidth2,8.0,30,Lateral,7,0.11846032303370775,0.2674278846153846,0.235748291015625,1.27716064453125
DeltaR=8cm_Angle=30_Band2_Lateral_Trial8.mat,Bandwidth2,8.0,30,Lateral,8,0.1282552083333333,0.2704326923076923,0.235748291015625,0.8331298828125
DeltaR=8cm_Angle=30_Band2_Supine_Trial1.mat,Bandwidth2,8.0,30,Supine,1,2.069278492647059,0.10216346153846154,0.313568115234375,0.853729248046875
DeltaR=8cm_Angle=30_Band2_Supine_Trial2.mat,Bandwidth2,8.0,30,Supine,2,0.13248697916666655,0.3245192307692307,0.281524658203125,1.13525390625
DeltaR=8cm_Angle=30_Band2_Supine_Trial3.mat,Bandwidth2,8.0,30,Supine,3,0.005102040816326372,0.2944711538461538,0.29296875,1.1077880859375
DeltaR=8cm_Angle=30_Band2_Supine_Trial4.mat,Bandwidth2,8.0,30,Supine,4,0.10723286290322574,0.27944711538461536,0.249481201171875,0.87432861328125
DeltaR=8cm_Angle=30_Band2_Supine_Trial5.mat,Bandwidth2,8.0,30,Supine,5,0.21447753906249992,0.28846153846153844,0.226593017578125,0.8697509765625
DeltaR=8cm_Angle=30_Band2_Supine_Trial6.mat,Bandwidth2,8.0,30,Supine,6,0.10990168539325831,0.2674278846153846,0.238037109375,0.84686279296875
DeltaR=8cm_Angle=30_Band2_Supine_Trial7.mat,Bandwidth2,8.0,30,Supine,7,0.07924107142857142,0.2734375,0.25177001953125,0.899505615234375
DeltaR=8cm_Angle=30_Band2_Supine_Trial8.mat,Bandwidth2,8.0,30,Supine,8,0.2137096774193548,0.27944711538461536,0.2197265625,0.80108642578125
DeltaR=10cm_Angle=0_Band3_Facedown_Trial1.mat,Bandwidth3,10.0,0,Facedown,1,0.1838727678571428,0.3365384615384615,0.274658203125,0.853729248046875
DeltaR=10cm_Angle=0_Band3_Facedown_Trial2.mat,Bandwidth3,10.0,0,Facedown,2,0.0002441406249999112,0.28846153846153844,0.28839111328125,0.899505615234375
DeltaR=10cm_Angle=0_Band3_Facedown_Trial3.mat,Bandwidth3,10.0,0,Facedown,3,0.13164062499999996,0.3004807692307692,0.26092529296875,0.862884521484375
DeltaR=10cm_Angle=0_Band3_Facedown_Trial4.mat,Bandwidth3,10.0,0,Facedown,4,0.12946428571428573,0.2734375,0.238037109375,0.926971435546875
DeltaR=10cm_Angle=0_Band3_Facedown_Trial5.mat,Bandwidth3,10.0,0,Facedown,5,0.04101562500000006,0.2704326923076923,0.281524658203125,0.972747802734375
DeltaR=10cm_Angle=0_Band3_Facedown_Trial6.mat,Bandwidth3,10.0,0,Facedown,6,0.06372070312499992,0.28846153846153844,0.27008056640625,0.9796142578125
DeltaR=10cm_Angle=0_Band3_Facedown_Trial7.mat,Bandwidth3,10.0,0,Facedown,7,0.448969414893617,0.2824519230769231,0.1556396484375,0.84228515625
DeltaR=10cm_Angle=0_Band3_Facedown_Trial8.mat,Bandwidth3,10.0,0,Facedown,8,0.10117187499999997,0.3004807692307692,0.27008056640625,0.981903076171875
DeltaR=10cm_Angle=0_Band3_Lateral_Trial1.mat,Bandwidth3,10.0,0,Lateral,1,0.5093315972222224,0.16225961538461536,0.244903564453125,1.0711669921875
DeltaR=10cm_Angle=0_Band3_Lateral_Trial2.mat,Bandwidth3,10.0,0,Lateral,2,0.6572265624999999,0.360576923076923,0.12359619140625,1.691436767578125
DeltaR=10cm_Angle=0_Band3_Lateral_Trial3.mat,Bandwidth3,10.0,0,Lateral,3,0.5737170298165137,0.32752403846153844,0.139617919921875,1.622772216796875
DeltaR=10cm_Angle=0_Band3_Lateral_Trial4.mat,Bandwidth3,10.0,0,Lateral,4,0.6435994839449541,0.32752403846153844,0.116729736328125,1.0711669921875
DeltaR=10cm_Angle=0_Band3_Lateral_Trial5.mat,Bandwidth3,10.0,0,Lateral,5,0.7085597826086957,0.3455528846153846,0.1007080078125,1.100921630859375
DeltaR=10cm_Angle=0_Band3_Lateral_Trial6.mat,Bandwidth3,10.0,0,Lateral,6,0.46368781887755095,0.2944711538461538,0.157928466796875,1.5838623046875
DeltaR=10cm_Angle=0_Band3_Lateral_Trial7.mat,Bandwidth3,10.0,0,Lateral,7,0.4515625,0.3004807692307692,0.164794921875,1.190185546875
DeltaR=10cm_Angle=0_Band3_Lateral_Trial8.mat,Bandwidth3,10.0,0,Lateral,8,0.14257812500000017,0.22836538461538458,0.26092529296875,1.073455810546875
DeltaR=10cm_Angle=0_Band3_Supine_Trial1.mat,Bandwidth3,10.0,0,Supine,1,0.5856186224489799,0.1472355769230769,0.23345947265625,0.92926025390625
DeltaR=10cm_Angle=0_Band3_Supine_Trial2.mat,Bandwidth3,10.0,0,Supine,2,0.22599546370967732,0.1862980769230769,0.144195556640625,0.933837890625
DeltaR=10cm_Angle=0_Band3_Supine_Trial3.mat,Bandwidth3,10.0,0,Supine,3,0.08110119047619045,0.1893028846153846,0.1739501953125,0.890350341796875
DeltaR=10cm_Angle=0_Band3_Supine_Trial4.mat,Bandwidth3,10.0,0,Supine,4,0.17877197265624992,0.1923076923076923,0.157928466796875,0.88348388671875
DeltaR=10cm_Angle=0_Band3_Supine_Trial5.mat,Bandwidth3,10.0,0,Supine,5,0.08593749999999985,0.1802884615384615,0.164794921875,0.8331298828125
DeltaR=10cm_Angle=0_Band3_Supine_Trial6.mat,Bandwidth3,10.0,0,Supine,6,0.0010245901639343565,0.18329326923076922,0.18310546875,0.830841064453125
DeltaR=10cm_Angle=0_Band3_Supine_Trial7.mat,Bandwidth3,10.0,0,Supine,7,0.32595486111111127,0.16225961538461536,0.21514892578125,0.84228515625
DeltaR=10cm_Angle=0_Band3_Supine_Trial8.mat,Bandwidth3,10.0,0,Supine,8,0.43275669642857145,0.12620192307692307,0.180816650390625,0.970458984375
DeltaR=15.5cm_Angle=30_Band3_Facedown_Trial1.mat,Bandwidth3,15.5,30,Facedown,1,0.10156249999999986,0.35156249999999994,0.31585693359375,1.361846923828125
DeltaR=15.5cm_Angle=30_Band3_Facedown_Trial2.mat,Bandwidth3,15.5,30,Facedown,2,0.1216216216216215,0.3335336538461538,0.29296875,1.256561279296875
DeltaR=15.5cm_Angle=30_Band3_Facedown_Trial3.mat,Bandwidth3,15.5,30,Facedown,3,0.11132812499999989,0.3245192307692307,0.28839111328125,1.338958740234375
DeltaR=15.5cm_Angle=30_Band3_Facedown_Trial4.mat,Bandwidth3,15.5,30,Facedown,4,0.1064453125,0.3125,0.27923583984375,1.114654541015625
DeltaR=15.5cm_Angle=30_Band3_Facedown_Trial5.mat,Bandwidth3,15.5,30,Facedown,5,0.0903746966019417,0.3094951923076923,0.281524658203125,1.35040283203125
DeltaR=15.5cm_Angle=30_Band3_Facedown_Trial6.mat,Bandwidth3,15.5,30,Facedown,6,0.17236328125,0.3125,0.258636474609375,1.19476318359375
DeltaR=15.5cm_Angle=30_Band3_Facedown_Trial7.mat,Bandwidth3,15.5,30,Facedown,7,0.19673295454545453,0.33052884615384615,0.2655029296875,0.817108154296875
DeltaR=15.5cm_Angle=30_Band3_Facedown_Trial8.mat,Bandwidth3,15.5,30,Facedown,8,0.16903409090909083,0.2974759615384615,0.2471923828125,1.080322265625
DeltaR=15.5cm_Angle=30_Band3_Lateral_Trial1.mat,Bandwidth3,15.5,30,Lateral,1,0.5579310825892857,0.3365384615384615,0.148773193359375,0.91094970703125
DeltaR=15.5cm_Angle=30_Band3_Lateral_Trial2.mat,Bandwidth3,15.5,30,Lateral,2,0.10748106060606051,0.2974759615384615,0.2655029296875,0.995635986328125
DeltaR=15.5cm_Angle=30_Band3_Lateral_Trial3.mat,Bandwidth3,15.5,30,Lateral,3,0.6614583333333333,0.2974759615384615,0.1007080078125,0.87432861328125
DeltaR=15.5cm_Angle=30_Band3_Lateral_Trial4.mat,Bandwidth3,15.5,30,Lateral,4,0.6614583333333333,0.2974759615384615,0.1007080078125,0.9521484375
DeltaR=15.5cm_Angle=30_Band3_Lateral_Trial5.mat,Bandwidth3,15.5,30,Lateral,5,0.5295266544117646,0.3064903846153846,0.144195556640625,1.226806640625
DeltaR=15.5cm_Angle=30_Band3_Lateral_Trial6.mat,Bandwidth3,15.5,30,Lateral,6,0.5728679906542056,0.3215144230769231,0.1373291015625,1.068878173828125
DeltaR=15.5cm_Angle=30_Band3_Lateral_Trial7.mat,Bandwidth3,15.5,30,Lateral,7,0.6490119485294117,0.3064903846153846,0.107574462890625,1.215362548828125
DeltaR=15.5cm_Angle=30_Band3_Lateral_Trial8.mat,Bandwidth3,15.5,30,Lateral,8,0.03664981617647048,0.3064903846153846,0.295257568359375,1.361846923828125
DeltaR=15.5cm_Angle=30_Band3_Supine_Trial1.mat,Bandwidth3,15.5,30,Supine,1,0.09319196428571418,0.31550480769230765,0.286102294921875,1.1077880859375
DeltaR=15.5cm_Angle=30_Band3_Supine_Trial2.mat,Bandwidth3,15.5,30,Supine,2,0.25983932783018865,0.31850961538461536,0.235748291015625,0.844573974609375
DeltaR=15.5cm_Angle=30_Band3_Supine_Trial3.mat,Bandwidth3,15.5,30,Supine,3,0.10252939356435628,0.30348557692307687,0.272369384765625,0.8697509765625
DeltaR=15.5cm_Angle=30_Band3_Supine_Trial4.mat,Bandwidth3,15.5,30,Supine,4,0.07142857142857131,0.31550480769230765,0.29296875,0.817108154296875
DeltaR=15.5cm_Angle=30_Band3_Supine_Trial5.mat,Bandwidth3,15.5,30,Supine,5,0.17421144859813084,0.3215144230769231,0.2655029296875,0.959014892578125
DeltaR=15.5cm_Angle=30_Band3_Supine_Trial6.mat,Bandwidth3,15.5,30,Supine,6,0.22289299242424235,0.2974759615384615,0.231170654296875,0.9979248046875
DeltaR=15.5cm_Angle=30_Band3_Supine_Trial7.mat,Bandwidth3,15.5,30,Supine,7,0.14404800257731956,0.29146634615384615,0.249481201171875,0.96588134765625
DeltaR=15.5cm_Angle=30_Band3_Supine_Trial8.mat,Bandwidth3,15.5,30,Supine,8,0.14866727941176455,0.2554086538461538,0.217437744140625,0.849151611328125
DeltaR=20cm_Angle=0_Band3_Facedown_Trial1.mat,Bandwidth3,20.0,0,Facedown,1,0.11243206521739121,0.3455528846153846,0.30670166015625,0.986480712890625
DeltaR=20cm_Angle=0_Band3_Facedown_Trial2.mat,Bandwidth3,20.0,0,Facedown,2,0.1367187499999999,0.31550480769230765,0.272369384765625,0.862884521484375
DeltaR=20cm_Angle=0_Band3_Facedown_Trial3.mat,Bandwidth3,20.0,0,Facedown,3,0.1169455199115044,0.3395432692307692,0.299835205078125,0.860595703125
DeltaR=20cm_Angle=0_Band3_Facedown_Trial4.mat,Bandwidth3,20.0,0,Facedown,4,0.11995600728155335,0.3094951923076923,0.272369384765625,0.897216796875
DeltaR=20cm_Angle=0_Band3_Facedown_Trial5.mat,Bandwidth3,20.0,0,Facedown,5,0.05144457547169805,0.31850961538461536,0.3021240234375,1.013946533203125
DeltaR=20cm_Angle=0_Band3_Facedown_Trial6.mat,Bandwidth3,20.0,0,Facedown,6,0.08166617990654204,0.3215144230769231,0.295257568359375,1.261138916015625
DeltaR=20cm_Angle=0_Band3_Facedown_Trial7.mat,Bandwidth3,20.0,0,Facedown,7,0.15593327702702692,0.3335336538461538,0.281524658203125,0.9063720703125
DeltaR=20cm_Angle=0_Band3_Facedown_Trial8.mat,Bandwidth3,20.0,0,Facedown,8,0.11014164719626167,0.3215144230769231,0.286102294921875,0.8056640625
DeltaR=20cm_Angle=0_Band3_Lateral_Trial1.mat,Bandwidth3,20.0,0,Lateral,1,0.3830078125,0.3004807692307692,0.185394287109375,1.40533447265625
DeltaR=20cm_Angle=0_Band3_Lateral_Trial2.mat,Bandwidth3,20.0,0,Lateral,2,0.527734375,0.3004807692307692,0.14190673828125,1.080322265625
DeltaR=20cm_Angle=0_Band3_Lateral_Trial3.mat,Bandwidth3,20.0,0,Lateral,3,0.2724165482954548,0.26442307692307687,0.336456298828125,1.142120361328125
DeltaR=20cm_Angle=0_Band3_Lateral_Trial4.mat,Bandwidth3,20.0,0,Lateral,4,0.4642857142857143,0.2734375,0.146484375,0.945281982421875
DeltaR=20cm_Angle=0_Band3_Lateral_Trial5.mat,Bandwidth3,20.0,0,Lateral,5,0.344758064516129,0.27944711538461536,0.18310546875,0.80108642578125
DeltaR=20cm_Angle=0_Band3_Lateral_Trial6.mat,Bandwidth3,20.0,0,Lateral,6,0.36349529109589035,0.2193509615384615,0.139617919921875,0.88348388671875
DeltaR=20cm_Angle=0_Band3_Lateral_Trial7.mat,Bandwidth3,20.0,0,Lateral,7,0.6230670103092784,0.29146634615384615,0.10986328125,1.160430908203125
DeltaR=20cm_Angle=0_Band3_Lateral_Trial8.mat,Bandwidth3,20.0,0,Lateral,8,0.5703125,0.23437499999999997,0.1007080078125,1.137542724609375
DeltaR=20cm_Angle=0_Band3_Supine_Trial1.mat,Bandwidth3,20.0,0,Supine,1,0.08226656626506014,0.24939903846153844,0.2288818359375,1.519775390625
DeltaR=20cm_Angle=0_Band3_Supine_Trial2.mat,Bandwidth3,20.0,0,Supine,2,0.5585493607954545,0.26442307692307687,0.116729736328125,1.371002197265625
DeltaR=20cm_Angle=0_Band3_Supine_Trial3.mat,Bandwidth3,20.0,0,Supine,3,0.3296874999999999,0.2253605769230769,0.15106201171875,1.43280029296875
DeltaR=20cm_Angle=0_Band3_Supine_Trial4.mat,Bandwidth3,20.0,0,Supine,4,0.5264991554054054,0.22235576923076922,0.10528564453125,1.13525390625
DeltaR=20cm_Angle=0_Band3_Supine_Trial5.mat,Bandwidth3,20.0,0,Supine,5,0.3793402777777777,0.24338942307692304,0.15106201171875,0.9613037109375
DeltaR=20cm_Angle=0_Band3_Supine_Trial6.mat,Bandwidth3,20.0,0,Supine,6,0.45591517857142855,0.2734375,0.148773193359375,1.08489990234375
DeltaR=20cm_Angle=0_Band3_Supine_Trial7.mat,Bandwidth3,20.0,0,Supine,7,0.03443287037037051,0.24338942307692304,0.25177001953125,1.007080078125
DeltaR=20cm_Angle=0_Band3_Supine_Trial8.mat,Bandwidth3,20.0,0,Supine,8,0.4110422036082474,0.29146634615384615,0.171661376953125,0.81024169921875
DeltaR=22.5cm_Angle=30_Band3_Facedown_Trial1.mat,Bandwidth3,22.5,30,Facedown,1,0.12109374999999986,0.35156249999999994,0.308990478515625,0.959014892578125
DeltaR=22.5cm_Angle=30_Band3_Facedown_Trial2.mat,Bandwidth3,22.5,30,Facedown,2,0.1576286764705881,0.2554086538461538,0.21514892578125,0.84686279296875
DeltaR=22.5cm_Angle=30_Band3_Facedown_Trial3.mat,Bandwidth3,22.5,30,Facedown,3,0.10117187499999997,0.3004807692307692,0.27008056640625,0.93841552734375
DeltaR=22.5cm_Angle=30_Band3_Facedown_Trial4.mat,Bandwidth3,22.5,30,Facedown,4,0.1194810779816513,0.32752403846153844,0.28839111328125,1.36871337890625
DeltaR=22.5cm_Angle=30_Band3_Facedown_Trial5.mat,Bandwidth3,22.5,30,Facedown,5,0.11376953125,0.3125,0.276947021484375,0.90179443359375
DeltaR=22.5cm_Angle=30_Band3_Facedown_Trial6.mat,Bandwidth3,22.5,30,Facedown,6,0.06417410714285703,0.31550480769230765,0.295257568359375,0.812530517578125
DeltaR=22.5cm_Angle=30_Band3_Facedown_Trial7.mat,Bandwidth3,22.5,30,Facedown,7,0.07606336805555543,0.3245192307692307,0.299835205078125,0.849151611328125
DeltaR=22.5cm_Angle=30_Band3_Facedown_Trial8.mat,Bandwidth3,22.5,30,Facedown,8,0.167751736111111,0.3245192307692307,0.27008056640625,0.839996337890625
DeltaR=22.5cm_Angle=30_Band3_Lateral_Trial1.mat,Bandwidth3,22.5,30,Lateral,1,0.19347426470588228,0.1532451923076923,0.12359619140625,1.07574462890625
DeltaR=22.5cm_Angle=30_Band3_Lateral_Trial2.mat,Bandwidth3,22.5,30,Lateral,2,0.6682837701612903,0.3725961538461538,0.12359619140625,1.178741455078125
DeltaR=22.5cm_Angle=30_Band3_Lateral_Trial3.mat,Bandwidth3,22.5,30,Lateral,3,0.5874023437499999,0.360576923076923,0.148773193359375,1.961517333984375
DeltaR=22.5cm_Angle=30_Band3_Lateral_Trial4.mat,Bandwidth3,22.5,30,Lateral,4,0.11132812499999997,0.25240384615384615,0.22430419921875,1.618194580078125
DeltaR=22.5cm_Angle=30_Band3_Lateral_Trial5.mat,Bandwidth3,22.5,30,Lateral,5,0.7034015486725663,0.3395432692307692,0.1007080078125,0.8880615234375
