Archivo,Banda,DeltaR,Ángulo,Posición,Trial,MRE,F_ref,F_dom,F_card
DeltaR=10cm_Angle=0_Band2_Lateral_Trial5.mat,Bandwidth2,10.0,0,Lateral,5,0.06133540372670798,0.3023587740384615,0.2838134765625,1.100921630859375
DeltaR=10cm_Angle=0_Band2_Lateral_Trial6.mat,Bandwidth2,10.0,0,Lateral,6,0.08140382124352338,0.2899639423076923,0.313568115234375,1.352691650390625
DeltaR=10cm_Angle=0_Band2_Lateral_Trial7.mat,Bandwidth2,10.0,0,Lateral,7,0.0209009740259741,0.28921274038461536,0.295257568359375,1.190185546875
DeltaR=10cm_Angle=0_Band2_Lateral_Trial8.mat,Bandwidth2,10.0,0,Lateral,8,0.09013030888030901,0.2918419471153846,0.318145751953125,0.826263427734375
DeltaR=10cm_Angle=0_Band2_Supine_Trial1.mat,Bandwidth2,10.0,0,Supine,1,0.10205447103274551,0.29822716346153844,0.267791748046875,1.206207275390625
DeltaR=10cm_Angle=0_Band2_Supine_Trial2.mat,Bandwidth2,10.0,0,Supine,2,0.02981085526315775,0.2854567307692307,0.276947021484375,1.490020751953125
DeltaR=10cm_Angle=0_Band2_Supine_Trial3.mat,Bandwidth2,10.0,0,Supine,3,0.028975846925972243,0.2993539663461538,0.290679931640625,0.98419189453125
DeltaR=10cm_Angle=0_Band2_Supine_Trial4.mat,Bandwidth2,10.0,0,Supine,4,0.03053977272727263,0.2974759615384615,0.28839111328125,1.183319091796875
DeltaR=10cm_Angle=0_Band2_Supine_Trial5.mat,Bandwidth2,10.0,0,Supine,5,0.006099598930481238,0.2809495192307692,0.27923583984375,1.297760009765625
DeltaR=10cm_Angle=0_Band2_Supine_Trial6.mat,Bandwidth2,10.0,0,Supine,6,0.186766229281768,0.27193509615384615,0.322723388671875,1.343536376953125
DeltaR=10cm_Angle=0_Band2_Supine_Trial7.mat,Bandwidth2,10.0,0,Supine,7,0.23618335500650217,0.28883713942307687,0.3570556640625,1.792144775390625
DeltaR=10cm_Angle=0_Band2_Supine_Trial8.mat,Bandwidth2,10.0,0,Supine,8,0.0007560483870966978,0.27944711538461536,0.27923583984375,1.0711669921875
DeltaR=15.5cm_Angle=30_Band2_Facedown_Trial1.mat,Bandwidth2,15.5,30,Facedown,1,0.4592313218390806,0.1960637019230769,0.286102294921875,0.8331298828125
DeltaR=15.5cm_Angle=30_Band2_Facedown_Trial2.mat,Bandwidth2,15.5,30,Facedown,2,0.06309561626429475,0.2955979567307692,0.276947021484375,1.224517822265625
DeltaR=15.5cm_Angle=30_Band2_Facedown_Trial3.mat,Bandwidth2,15.5,30,Facedown,3,0.07121282527881033,0.30310997596153844,0.281524658203125,0.8148193359375
DeltaR=15.5cm_Angle=30_Band2_Facedown_Trial4.mat,Bandwidth2,15.5,30,Facedown,4,0.06192272167487672,0.3049879807692307,0.286102294921875,1.67999267578125
DeltaR=15.5cm_Angle=30_Band2_Facedown_Trial5.mat,Bandwidth2,15.5,30,Facedown,5,0.024706678700360918,0.3121243990384615,0.304412841796875,0.954437255859375
DeltaR=15.5cm_Angle=30_Band2_Facedown_Trial6.mat,Bandwidth2,15.5,30,Facedown,6,0.022127080665813148,0.29334435096153844,0.299835205078125,1.0711669921875
DeltaR=15.5cm_Angle=30_Band2_Facedown_Trial7.mat,Bandwidth2,15.5,30,Facedown,7,0.10386029411764695,0.3064903846153846,0.274658203125,0.80108642578125
DeltaR=15.5cm_Angle=30_Band2_Facedown_Trial8.mat,Bandwidth2,15.5,30,Facedown,8,0.12420742753623186,0.31099759615384615,0.272369384765625,0.96588134765625
DeltaR=15.5cm_Angle=30_Band2_Lateral_Trial1.mat,Bandwidth2,15.5,30,Lateral,1,0.047379032258064516,0.302734375,0.28839111328125,1.219940185546875
DeltaR=15.5cm_Angle=30_Band2_Lateral_Trial2.mat,Bandwidth2,15.5,30,Lateral,2,0.04546522556390972,0.2997295673076923,0.286102294921875,2.288818359375
DeltaR=15.5cm_Angle=30_Band2_Lateral_Trial3.mat,Bandwidth2,15.5,30,Lateral,3,0.1022940074906366,0.30085637019230765,0.27008056640625,1.75323486328125
DeltaR=15.5cm_Angle=30_Band2_Lateral_Trial4.mat,Bandwidth2,15.5,30,Lateral,4,0.0950598802395209,0.31362680288461536,0.2838134765625,2.12860107421875
DeltaR=15.5cm_Angle=30_Band2_Lateral_Trial5.mat,Bandwidth2,15.5,30,Lateral,5,0.12636996445497622,0.3170072115384615,0.276947021484375,1.226806640625
DeltaR=15.5cm_Angle=30_Band2_Lateral_Trial6.mat,Bandwidth2,15.5,30,Lateral,6,0.014594113842173205,0.2903395432692307,0.286102294921875,1.24969482421875
DeltaR=15.5cm_Angle=30_Band2_Lateral_Trial7.mat,Bandwidth2,15.5,30,Lateral,7,0.03125,0.29296875,0.3021240234375,1.544952392578125
DeltaR=15.5cm_Angle=30_Band2_Lateral_Trial8.mat,Bandwidth2,15.5,30,Lateral,8,0.05872844827586207,0.283203125,0.299835205078125,1.16729736328125
DeltaR=15.5cm_Angle=30_Band2_Supine_Trial1.mat,Bandwidth2,15.5,30,Supine,1,0.02179276315789459,0.2854567307692307,0.27923583984375,1.128387451171875
DeltaR=15.5cm_Angle=30_Band2_Supine_Trial2.mat,Bandwidth2,15.5,30,Supine,2,0.03140644555694604,0.3001051682692307,0.290679931640625,0.817108154296875
DeltaR=15.5cm_Angle=30_Band2_Supine_Trial3.mat,Bandwidth2,15.5,30,Supine,3,0.09336890243902432,0.30799278846153844,0.27923583984375,0.876617431640625
DeltaR=15.5cm_Angle=30_Band2_Supine_Trial4.mat,Bandwidth2,15.5,30,Supine,4,0.008952036793692554,0.2858323317307692,0.28839111328125,0.8056640625
DeltaR=15.5cm_Angle=30_Band2_Supine_Trial5.mat,Bandwidth2,15.5,30,Supine,5,0.05261857707509876,0.2850811298076923,0.27008056640625,0.87432861328125
DeltaR=15.5cm_Angle=30_Band2_Supine_Trial6.mat,Bandwidth2,15.5,30,Supine,6,0.04444635488308105,0.2730618990384615,0.26092529296875,0.926971435546875
DeltaR=15.5cm_Angle=30_Band2_Supine_Trial7.mat,Bandwidth2,15.5,30,Supine,7,0.054276315789473686,0.2783203125,0.263214111328125,0.812530517578125
DeltaR=15.5cm_Angle=30_Band2_Supine_Trial8.mat,Bandwidth2,15.5,30,Supine,8,0.07458810888252146,0.26216947115384615,0.24261474609375,0.9246826171875
DeltaR=20cm_Angle=0_Band2_Facedown_Trial1.mat,Bandwidth2,20.0,0,Facedown,1,0.05258861940298506,0.3019831730769231,0.286102294921875,0.803375244140625
DeltaR=20cm_Angle=0_Band2_Facedown_Trial2.mat,Bandwidth2,20.0,0,Facedown,2,0.06131628787878778,0.2974759615384615,0.27923583984375,1.082611083984375
DeltaR=20cm_Angle=0_Band2_Facedown_Trial3.mat,Bandwidth2,20.0,0,Facedown,3,0.08857385661310253,0.30386117788461536,0.276947021484375,0.9429931640625
DeltaR=20cm_Angle=0_Band2_Facedown_Trial4.mat,Bandwidth2,20.0,0,Facedown,4,0.09610630407910994,0.30386117788461536,0.274658203125,1.09405517578125
DeltaR=20cm_Angle=0_Band2_Facedown_Trial5.mat,Bandwidth2,20.0,0,Facedown,5,0.049089726918075255,0.28883713942307687,0.274658203125,0.80108642578125
DeltaR=20cm_Angle=0_Band2_Facedown_Trial6.mat,Bandwidth2,20.0,0,Facedown,6,0.04710085413929036,0.2858323317307692,0.272369384765625,1.06658935546875
DeltaR=20cm_Angle=0_Band2_Facedown_Trial7.mat,Bandwidth2,20.0,0,Facedown,7,0.08821695760598501,0.30123197115384615,0.274658203125,1.15814208984375
DeltaR=20cm_Angle=0_Band2_Facedown_Trial8.mat,Bandwidth2,20.0,0,Facedown,8,0.042300380228136855,0.29634915865384615,0.2838134765625,1.1260986328125
DeltaR=20cm_Angle=0_Band2_Lateral_Trial1.mat,Bandwidth2,20.0,0,Lateral,1,0.0369980569948186,0.2899639423076923,0.27923583984375,0.807952880859375
DeltaR=20cm_Angle=0_Band2_Lateral_Trial2.mat,Bandwidth2,20.0,0,Lateral,2,0.02691426701570669,0.2869591346153846,0.27923583984375,0.80108642578125
DeltaR=20cm_Angle=0_Band2_Lateral_Trial3.mat,Bandwidth2,20.0,0,Lateral,3,0.08168191056910583,0.2771935096153846,0.299835205078125,1.41448974609375
DeltaR=20cm_Angle=0_Band2_Lateral_Trial4.mat,Bandwidth2,20.0,0,Lateral,4,0.06493823146944067,0.28883713942307687,0.27008056640625,0.991058349609375
DeltaR=20cm_Angle=0_Band2_Lateral_Trial5.mat,Bandwidth2,20.0,0,Lateral,5,0.08907860824742266,0.29146634615384615,0.2655029296875,0.82855224609375
DeltaR=20cm_Angle=0_Band2_Lateral_Trial6.mat,Bandwidth2,20.0,0,Lateral,6,0.09663524057217149,0.28883713942307687,0.26092529296875,1.0162353515625
DeltaR=20cm_Angle=0_Band2_Lateral_Trial7.mat,Bandwidth2,20.0,0,Lateral,7,0.014487870619946,0.27869591346153844,0.274658203125,0.981903076171875
DeltaR=20cm_Angle=0_Band2_Lateral_Trial8.mat,Bandwidth2,20.0,0,Lateral,8,0.07571308724832199,0.2798227163461538,0.258636474609375,0.853729248046875
DeltaR=20cm_Angle=0_Band2_Supine_Trial1.mat,Bandwidth2,20.0,0,Supine,1,0.06193181818181805,0.3098707932692307,0.290679931640625,0.823974609375
DeltaR=20cm_Angle=0_Band2_Supine_Trial2.mat,Bandwidth2,20.0,0,Supine,2,0.044589920948616545,0.2850811298076923,0.272369384765625,0.894927978515625
DeltaR=20cm_Angle=0_Band2_Supine_Trial3.mat,Bandwidth2,20.0,0,Supine,3,0.038708847736625425,0.27381310096153844,0.263214111328125,1.01165771484375
DeltaR=20cm_Angle=0_Band2_Supine_Trial4.mat,Bandwidth2,20.0,0,Supine,4,0.017125184638109407,0.25428185096153844,0.258636474609375,1.100921630859375
DeltaR=20cm_Angle=0_Band2_Supine_Trial5.mat,Bandwidth2,20.0,0,Supine,5,0.0020833333333334513,0.2535306490384615,0.254058837890625,1.078033447265625
DeltaR=20cm_Angle=0_Band2_Supine_Trial6.mat,Bandwidth2,20.0,0,Supine,6,0.04758817427385879,0.27155949519230765,0.258636474609375,0.803375244140625
DeltaR=20cm_Angle=0_Band2_Supine_Trial7.mat,Bandwidth2,20.0,0,Supine,7,0.30940082644628103,0.2726862980769231,0.3570556640625,1.20849609375
DeltaR=20cm_Angle=0_Band2_Supine_Trial8.mat,Bandwidth2,20.0,0,Supine,8,0.06972163865546208,0.2681790865384615,0.249481201171875,1.07574462890625
DeltaR=22.5cm_Angle=30_Band2_Facedown_Trial1.mat,Bandwidth2,22.5,30,Facedown,1,0.1104983660130718,0.34480168269230765,0.30670166015625,0.98876953125
DeltaR=22.5cm_Angle=30_Band2_Facedown_Trial2.mat,Bandwidth2,22.5,30,Facedown,2,0.05654761904761905,0.3076171875,0.32501220703125,1.56097412109375
DeltaR=22.5cm_Angle=30_Band2_Facedown_Trial3.mat,Bandwidth2,22.5,30,Facedown,3,0.019345238095238096,0.3076171875,0.313568115234375,0.81024169921875
DeltaR=22.5cm_Angle=30_Band2_Facedown_Trial4.mat,Bandwidth2,22.5,30,Facedown,4,0.20429841897233209,0.2850811298076923,0.34332275390625,1.430511474609375
DeltaR=22.5cm_Angle=30_Band2_Facedown_Trial5.mat,Bandwidth2,22.5,30,Facedown,5,0.08062500000000003,0.28170072115384615,0.304412841796875,0.96588134765625
DeltaR=22.5cm_Angle=30_Band2_Facedown_Trial6.mat,Bandwidth2,22.5,30,Facedown,6,0.030992090784044128,0.2730618990384615,0.281524658203125,1.30462646484375
DeltaR=22.5cm_Angle=30_Band2_Facedown_Trial7.mat,Bandwidth2,22.5,30,Facedown,7,0.06568012211668925,0.27681790865384615,0.258636474609375,0.981903076171875
DeltaR=22.5cm_Angle=30_Band2_Facedown_Trial8.mat,Bandwidth2,22.5,30,Facedown,8,0.1997609773371107,0.2651742788461538,0.318145751953125,2.20184326171875
DeltaR=22.5cm_Angle=30_Band2_Lateral_Trial1.mat,Bandwidth2,22.5,30,Lateral,1,0.09646739130434767,0.33691406249999994,0.304412841796875,0.853729248046875
DeltaR=22.5cm_Angle=30_Band2_Lateral_Trial2.mat,Bandwidth2,22.5,30,Lateral,2,0.025320704057279375,0.3147536057692307,0.322723388671875,0.9063720703125
DeltaR=22.5cm_Angle=30_Band2_Lateral_Trial3.mat,Bandwidth2,22.5,30,Lateral,3,0.07947097378277142,0.30085637019230765,0.276947021484375,1.0345458984375
DeltaR=22.5cm_Angle=30_Band2_Lateral_Trial4.mat,Bandwidth2,22.5,30,Lateral,4,0.02108433734939744,0.2805739182692307,0.274658203125,0.913238525390625
DeltaR=22.5cm_Angle=30_Band2_Lateral_Trial5.mat,Bandwidth2,22.5,30,Lateral,5,0.06370038412291926,0.29334435096153844,0.274658203125,0.890350341796875
DeltaR=22.5cm_Angle=30_Band2_Lateral_Trial6.mat,Bandwidth2,22.5,30,Lateral,6,0.0778688524590164,0.2978515625,0.274658203125,0.881195068359375
DeltaR=22.5cm_Angle=30_Band2_Lateral_Trial7.mat,Bandwidth2,22.5,30,Lateral,7,0.06801470588235292,0.2873347355769231,0.267791748046875,0.940704345703125
DeltaR=22.5cm_Angle=30_Band2_Lateral_Trial8.mat,Bandwidth2,22.5,30,Lateral,8,0.07621343085106382,0.2824519230769231,0.26092529296875,0.823974609375
DeltaR=22.5cm_Angle=30_Band2_Supine_Trial1.mat,Bandwidth2,22.5,30,Supine,1,0.030378919860627112,0.32339242788461536,0.313568115234375,0.8148193359375
DeltaR=22.5cm_Angle=30_Band2_Supine_Trial2.mat,Bandwidth2,22.5,30,Supine,2,0.016863699582753654,0.2700570913461538,0.2655029296875,0.91552734375
DeltaR=22.5cm_Angle=30_Band2_Supine_Trial3.mat,Bandwidth2,22.5,30,Supine,3,0.07387452107279686,0.29409555288461536,0.272369384765625,1.043701171875
DeltaR=22.5cm_Angle=30_Band2_Supine_Trial4.mat,Bandwidth2,22.5,30,Supine,4,0.08358772493573263,0.2922175480769231,0.267791748046875,0.872039794921875
DeltaR=22.5cm_Angle=30_Band2_Supine_Trial5.mat,Bandwidth2,22.5,30,Supine,5,0.051368733509234675,0.2847055288461538,0.27008056640625,1.17645263671875
DeltaR=22.5cm_Angle=30_Band2_Supine_Trial6.mat,Bandwidth2,22.5,30,Supine,6,0.1336245519713261,0.3143780048076923,0.272369384765625,0.95672607421875
DeltaR=22.5cm_Angle=30_Band2_Supine_Trial7.mat,Bandwidth2,22.5,30,Supine,7,0.09060108418367332,0.2944711538461538,0.267791748046875,0.830841064453125
DeltaR=22.5cm_Angle=30_Band2_Supine_Trial8.mat,Bandwidth2,22.5,30,Supine,8,0.0625,0.283203125,0.2655029296875,0.8148193359375
DeltaR=27cm_Angle=0_Band2_Facedown_Trial1.mat,Bandwidth2,27.0,0,Facedown,1,0.046979865771812256,0.2798227163461538,0.29296875,0.812530517578125
DeltaR=27cm_Angle=0_Band2_Facedown_Trial2.mat,Bandwidth2,27.0,0,Facedown,2,0.06720514429109145,0.2993539663461538,0.27923583984375,1.050567626953125
DeltaR=27cm_Angle=0_Band2_Facedown_Trial3.mat,Bandwidth2,27.0,0,Facedown,3,0.06621532364597087,0.28432992788461536,0.2655029296875,0.86517333984375
DeltaR=27cm_Angle=0_Band2_Facedown_Trial4.mat,Bandwidth2,27.0,0,Facedown,4,0.08979430379746825,0.2967247596153846,0.27008056640625,1.02081298828125
DeltaR=27cm_Angle=0_Band2_Facedown_Trial5.mat,Bandwidth2,27.0,0,Facedown,5,0.04241071428571422,0.28921274038461536,0.276947021484375,1.13067626953125
DeltaR=27cm_Angle=0_Band2_Facedown_Trial6.mat,Bandwidth2,27.0,0,Facedown,6,0.07903022670025181,0.29822716346153844,0.274658203125,0.8880615234375
DeltaR=27cm_Angle=0_Band2_Facedown_Trial7.mat,Bandwidth2,27.0,0,Facedown,7,0.14247353673723526,0.3016075721153846,0.258636474609375,0.8148193359375
DeltaR=27cm_Angle=0_Band2_Facedown_Trial8.mat,Bandwidth2,27.0,0,Facedown,8,0.013157894736842105,0.2783203125,0.274658203125,0.858306884765625
DeltaR=27cm_Angle=0_Band2_Lateral_Trial1.mat,Bandwidth2,27.0,0,Lateral,1,0.1996067880794702,0.34029447115384615,0.272369384765625,1.03912353515625
DeltaR=27cm_Angle=0_Band2_Lateral_Trial2.mat,Bandwidth2,27.0,0,Lateral,2,0.1284266984505363,0.3151292067307692,0.274658203125,1.549530029296875
DeltaR=27cm_Angle=0_Band2_Lateral_Trial3.mat,Bandwidth2,27.0,0,Lateral,3,0.17687908496732016,0.34480168269230765,0.2838134765625,1.84478759765625
DeltaR=27cm_Angle=0_Band2_Lateral_Trial4.mat,Bandwidth2,27.0,0,Lateral,4,0.05091698841698854,0.2918419471153846,0.30670166015625,1.190185546875
DeltaR=27cm_Angle=0_Band2_Lateral_Trial5.mat,Bandwidth2,27.0,0,Lateral,5,0.022775423728813558,0.2880859375,0.281524658203125,0.92926025390625
DeltaR=27cm_Angle=0_Band2_Lateral_Trial6.mat,Bandwidth2,27.0,0,Lateral,6,0.07090807174887882,0.33503605769230765,0.311279296875,1.480865478515625
DeltaR=27cm_Angle=0_Band2_Lateral_Trial7.mat,Bandwidth2,27.0,0,Lateral,7,0.16065929451287791,0.33541165865384615,0.281524658203125,0.917816162109375
DeltaR=27cm_Angle=0_Band2_Lateral_Trial8.mat,Bandwidth2,27.0,0,Lateral,8,0.010362694300518194,0.2899639423076923,0.29296875,0.9246826171875
DeltaR=27cm_Angle=0_Band2_Supine_Trial1.mat,Bandwidth2,27.0,0,Supine,1,0.07239583333333327,0.33804086538461536,0.313568115234375,1.160430908203125
DeltaR=27cm_Angle=0_Band2_Supine_Trial2.mat,Bandwidth2,27.0,0,Supine,2,0.07083862770012703,0.2955979567307692,0.274658203125,1.151275634765625
DeltaR=27cm_Angle=0_Band2_Supine_Trial3.mat,Bandwidth2,27.0,0,Supine,3,0.09438775510204087,0.2760667067307692,0.3021240234375,1.043701171875
DeltaR=27cm_Angle=0_Band2_Supine_Trial4.mat,Bandwidth2,27.0,0,Supine,4,0.027861445783132686,0.2805739182692307,0.28839111328125,1.21307373046875
DeltaR=27cm_Angle=0_Band2_Supine_Trial5.mat,Bandwidth2,27.0,0,Supine,5,0.04952830188679229,0.29860276442307687,0.2838134765625,0.97503662109375
DeltaR=27cm_Angle=0_Band2_Supine_Trial6.mat,Bandwidth2,27.0,0,Supine,6,0.05315107270560195,0.3151292067307692,0.331878662109375,1.336669921875
DeltaR=27cm_Angle=0_Band2_Supine_Trial7.mat,Bandwidth2,27.0,0,Supine,7,0.05875499334221027,0.2820763221153846,0.2655029296875,0.9613037109375
DeltaR=27cm_Angle=0_Band2_Supine_Trial8.mat,Bandwidth2,27.0,0,Supine,8,0.08462126358695667,0.27644230769230765,0.299835205078125,1.44195556640625
DeltaR=8cm_Angle=30_Band2_Facedown_Trial1.mat,Bandwidth2,8.0,30,Facedown,1,0.019736842105263157,0.2783203125,0.2838134765625,0.807952880859375
DeltaR=8cm_Angle=30_Band2_Facedown_Trial2.mat,Bandwidth2,8.0,30,Facedown,2,0.07648418854415262,0.3147536057692307,0.290679931640625,1.20391845703125
DeltaR=8cm_Angle=30_Band2_Facedown_Trial3.mat,Bandwidth2,8.0,30,Facedown,3,0.0689052795031055,0.3023587740384615,0.281524658203125,1.190185546875
DeltaR=8cm_Angle=30_Band2_Facedown_Trial4.mat,Bandwidth2,8.0,30,Facedown,4,0.07623407643312097,0.2948467548076923,0.272369384765625,0.97503662109375
DeltaR=8cm_Angle=30_Band2_Facedown_Trial5.mat,Bandwidth2,8.0,30,Facedown,5,0.0769319581280787,0.3049879807692307,0.281524658203125,1.26800537109375
DeltaR=8cm_Angle=30_Band2_Facedown_Trial6.mat,Bandwidth2,8.0,30,Facedown,6,0.05782418952618451,0.30123197115384615,0.2838134765625,1.23138427734375
DeltaR=8cm_Angle=30_Band2_Facedown_Trial7.mat,Bandwidth2,8.0,30,Facedown,7,0.0764653497409326,0.2899639423076923,0.267791748046875,0.839996337890625
DeltaR=8cm_Angle=30_Band2_Facedown_Trial8.mat,Bandwidth2,8.0,30,Facedown,8,0.04041890982503347,0.27907151442307687,0.267791748046875,1.110076904296875
DeltaR=8cm_Angle=30_Band2_Lateral_Trial1.mat,Bandwidth2,8.0,30,Lateral,1,0.32935209424083783,0.21521935096153844,0.286102294921875,1.187896728515625
DeltaR=8cm_Angle=30_Band2_Lateral_Trial2.mat,Bandwidth2,8.0,30,Lateral,2,0.08127208480565358,0.3188852163461538,0.29296875,1.187896728515625
DeltaR=8cm_Angle=30_Band2_Lateral_Trial3.mat,Bandwidth2,8.0,30,Lateral,3,0.09881161971830982,0.3200120192307692,0.28839111328125,1.096343994140625
DeltaR=8cm_Angle=30_Band2_Lateral_Trial4.mat,Bandwidth2,8.0,30,Lateral,4,0.0950598802395209,0.31362680288461536,0.2838134765625,1.190185546875
DeltaR=8cm_Angle=30_Band2_Lateral_Trial5.mat,Bandwidth2,8.0,30,Lateral,5,0.06609195402298844,0.29409555288461536,0.274658203125,0.959014892578125
DeltaR=8cm_Angle=30_Band2_Lateral_Trial6.mat,Bandwidth2,8.0,30,Lateral,6,0.11504777070063689,0.2948467548076923,0.26092529296875,0.853729248046875
DeltaR=8cm_Angle=30_Band2_Lateral_Trial7.mat,Bandwidth2,8.0,30,Lateral,7,0.0332861189801698,0.2651742788461538,0.25634765625,1.274871826171875
DeltaR=8cm_Angle=30_Band2_Lateral_Trial8.mat,Bandwidth2,8.0,30,Lateral,8,0.028042649098474186,0.2708082932692307,0.263214111328125,1.20391845703125
DeltaR=8cm_Angle=30_Band2_Supine_Trial1.mat,Bandwidth2,8.0,30,Supine,1,0.5060975609756099,0.23099459134615383,0.347900390625,0.922393798828125
DeltaR=8cm_Angle=30_Band2_Supine_Trial2.mat,Bandwidth2,8.0,30,Supine,2,0.07843640093786625,0.32038762019230765,0.295257568359375,0.849151611328125
DeltaR=8cm_Angle=30_Band2_Supine_Trial3.mat,Bandwidth2,8.0,30,Supine,3,0.05390433985330064,0.3072415865384615,0.290679931640625,1.1077880859375
DeltaR=8cm_Angle=30_Band2_Supine_Trial4.mat,Bandwidth2,8.0,30,Supine,4,0.047338274932614464,0.27869591346153844,0.2655029296875,0.87432861328125
DeltaR=8cm_Angle=30_Band2_Supine_Trial5.mat,Bandwidth2,8.0,30,Supine,5,0.10079051383399204,0.2850811298076923,0.25634765625,0.867462158203125
DeltaR=8cm_Angle=30_Band2_Supine_Trial6.mat,Bandwidth2,8.0,30,Supine,6,0.023271276595744603,0.26479867788461536,0.258636474609375,0.844573974609375
DeltaR=8cm_Angle=30_Band2_Supine_Trial7.mat,Bandwidth2,8.0,30,Supine,7,0.0070073119777157985,0.26968149038461536,0.267791748046875,0.899505615234375
DeltaR=8cm_Angle=30_Band2_Supine_Trial8.mat,Bandwidth2,8.0,30,Supine,8,0.08383620689655161,0.2723106971153846,0.249481201171875,0.93841552734375
DeltaR=10cm_Angle=0_Band3_Facedown_Trial1.mat,Bandwidth3,10.0,0,Facedown,1,0.1761522346368715,0.3361628605769231,0.276947021484375,0.858306884765625
DeltaR=10cm_Angle=0_Band3_Facedown_Trial2.mat,Bandwidth3,10.0,0,Facedown,2,0.014314516129032392,0.29109074519230765,0.295257568359375,0.853729248046875
DeltaR=10cm_Angle=0_Band3_Facedown_Trial3.mat,Bandwidth3,10.0,0,Facedown,3,0.004769076305220732,0.2805739182692307,0.27923583984375,1.499176025390625
DeltaR=10cm_Angle=0_Band3_Facedown_Trial4.mat,Bandwidth3,10.0,0,Facedown,4,0.06820872801082542,0.2775691105769231,0.258636474609375,0.926971435546875
DeltaR=10cm_Angle=0_Band3_Facedown_Trial5.mat,Bandwidth3,10.0,0,Facedown,5,0.03368673050615603,0.27456430288461536,0.2838134765625,0.970458984375
DeltaR=10cm_Angle=0_Band3_Facedown_Trial6.mat,Bandwidth3,10.0,0,Facedown,6,0.017137096774193474,0.27944711538461536,0.274658203125,0.9796142578125
DeltaR=10cm_Angle=0_Band3_Facedown_Trial7.mat,Bandwidth3,10.0,0,Facedown,7,0.09242021276595744,0.2824519230769231,0.25634765625,0.84228515625
DeltaR=10cm_Angle=0_Band3_Facedown_Trial8.mat,Bandwidth3,10.0,0,Facedown,8,0.3875711574952563,0.19794170673076922,0.274658203125,0.904083251953125
DeltaR=10cm_Angle=0_Band3_Lateral_Trial1.mat,Bandwidth3,10.0,0,Lateral,1,0.4907924107142859,0.21033653846153844,0.313568115234375,1.85394287109375
DeltaR=10cm_Angle=0_Band3_Lateral_Trial2.mat,Bandwidth3,10.0,0,Lateral,2,0.1981907894736841,0.34254807692307687,0.274658203125,1.686859130859375
DeltaR=10cm_Angle=0_Band3_Lateral_Trial3.mat,Bandwidth3,10.0,0,Lateral,3,0.023851590106006924,0.3188852163461538,0.311279296875,0.890350341796875
DeltaR=10cm_Angle=0_Band3_Lateral_Trial4.mat,Bandwidth3,10.0,0,Lateral,4,0.1524280575539567,0.31325120192307687,0.2655029296875,1.613616943359375
DeltaR=10cm_Angle=0_Band3_Lateral_Trial5.mat,Bandwidth3,10.0,0,Lateral,5,0.11203420467185748,0.33766526442307687,0.299835205078125,0.807952880859375
DeltaR=10cm_Angle=0_Band3_Lateral_Trial6.mat,Bandwidth3,10.0,0,Lateral,6,0.027573529411764722,0.2873347355769231,0.295257568359375,1.586151123046875
DeltaR=10cm_Angle=0_Band3_Lateral_Trial7.mat,Bandwidth3,10.0,0,Lateral,7,0.08364661654135333,0.2997295673076923,0.274658203125,1.922607421875
DeltaR=10cm_Angle=0_Band3_Lateral_Trial8.mat,Bandwidth3,10.0,0,Lateral,8,0.16343896713615036,0.2400090144230769,0.27923583984375,1.0711669921875
DeltaR=10cm_Angle=0_Band3_Supine_Trial1.mat,Bandwidth3,10.0,0,Supine,1,0.3568115234375001,0.1923076923076923,0.26092529296875,0.92926025390625
DeltaR=10cm_Angle=0_Band3_Supine_Trial2.mat,Bandwidth3,10.0,0,Supine,2,0.2872456395348838,0.19381009615384615,0.249481201171875,0.933837890625
DeltaR=10cm_Angle=0_Band3_Supine_Trial3.mat,Bandwidth3,10.0,0,Supine,3,0.1955357142857144,0.1971905048076923,0.235748291015625,0.8880615234375
DeltaR=10cm_Angle=0_Band3_Supine_Trial4.mat,Bandwidth3,10.0,0,Supine,4,0.21645480225988703,0.19944411057692307,0.24261474609375,0.88348388671875
DeltaR=10cm_Angle=0_Band3_Supine_Trial5.mat,Bandwidth3,10.0,0,Supine,5,0.265435987903226,0.1862980769230769,0.235748291015625,0.8331298828125
DeltaR=10cm_Angle=0_Band3_Supine_Trial6.mat,Bandwidth3,10.0,0,Supine,6,0.07780612244897969,0.22085336538461536,0.238037109375,0.830841064453125
DeltaR=10cm_Angle=0_Band3_Supine_Trial7.mat,Bandwidth3,10.0,0,Supine,7,0.2810044204322202,0.1911808894230769,0.244903564453125,0.84228515625
DeltaR=10cm_Angle=0_Band3_Supine_Trial8.mat,Bandwidth3,10.0,0,Supine,8,0.10891464471403822,0.2167217548076923,0.240325927734375,0.9429931640625
DeltaR=15.5cm_Angle=30_Band3_Facedown_Trial1.mat,Bandwidth3,15.5,30,Facedown,1,0.16141055045871552,0.32752403846153844,0.274658203125,1.40533447265625
DeltaR=15.5cm_Angle=30_Band3_Facedown_Trial2.mat,Bandwidth3,15.5,30,Facedown,2,0.09617612977983772,0.3241436298076923,0.29296875,1.256561279296875
DeltaR=15.5cm_Angle=30_Band3_Facedown_Trial3.mat,Bandwidth3,15.5,30,Facedown,3,0.09242021276595737,0.31775841346153844,0.28839111328125,1.338958740234375
