Archivo,Banda,DeltaR,Ángulo,Posición,Trial,ACC,F_ref,F_dom,F_card
DeltaR=10cm_Angle=0_Band2_Lateral_Trial1.mat,Bandwidth2,10.0,0,Lateral,1,0.5130357142857144,0.3286508413461538,0.168609619140625,1.393890380859375
DeltaR=10cm_Angle=0_Band2_Lateral_Trial2.mat,Bandwidth2,10.0,0,Lateral,2,0.9805806351183063,0.3016075721153846,0.307464599609375,1.007080078125
DeltaR=10cm_Angle=0_Band2_Lateral_Trial3.mat,Bandwidth2,10.0,0,Lateral,3,0.593285891089109,0.30348557692307687,0.1800537109375,0.9796142578125
DeltaR=10cm_Angle=0_Band2_Lateral_Trial4.mat,Bandwidth2,10.0,0,Lateral,4,0.5308948863636365,0.2974759615384615,0.157928466796875,1.35498046875
DeltaR=10cm_Angle=0_Band2_Lateral_Trial5.mat,Bandwidth2,10.0,0,Lateral,5,0.5010252126366951,0.3091195913461538,0.154876708984375,1.100921630859375
DeltaR=10cm_Angle=0_Band2_Lateral_Trial6.mat,Bandwidth2,10.0,0,Lateral,6,0.3598363286264442,0.2925931490384615,0.10528564453125,0.862884521484375
DeltaR=10cm_Angle=0_Band2_Lateral_Trial7.mat,Bandwidth2,10.0,0,Lateral,7,0.37784465699208447,0.2847055288461538,0.107574462890625,1.0162353515625
DeltaR=10cm_Angle=0_Band2_Lateral_Trial8.mat,Bandwidth2,10.0,0,Lateral,8,0.5482808483290489,0.2922175480769231,0.16021728515625,0.872039794921875
DeltaR=10cm_Angle=0_Band2_Supine_Trial1.mat,Bandwidth2,10.0,0,Supine,1,0.4569070904645477,0.3072415865384615,0.140380859375,1.025390625
DeltaR=10cm_Angle=0_Band2_Supine_Trial2.mat,Bandwidth2,10.0,0,Supine,2,0.614473249669749,0.28432992788461536,0.174713134765625,1.490020751953125
DeltaR=10cm_Angle=0_Band2_Supine_Trial3.mat,Bandwidth2,10.0,0,Supine,3,0.7160521582733814,0.31325120192307687,0.22430419921875,0.981903076171875
DeltaR=10cm_Angle=0_Band2_Supine_Trial4.mat,Bandwidth2,10.0,0,Supine,4,0.37356321839080464,0.29409555288461536,0.10986328125,1.856231689453125
DeltaR=10cm_Angle=0_Band2_Supine_Trial5.mat,Bandwidth2,10.0,0,Supine,5,0.6042325949367089,0.2967247596153846,0.179290771484375,1.297760009765625
DeltaR=10cm_Angle=0_Band2_Supine_Trial6.mat,Bandwidth2,10.0,0,Supine,6,0.45528017241379315,0.283203125,0.128936767578125,1.53350830078125
DeltaR=10cm_Angle=0_Band2_Supine_Trial7.mat,Bandwidth2,10.0,0,Supine,7,0.7198221092757306,0.2955979567307692,0.37841796875,1.30462646484375
DeltaR=10cm_Angle=0_Band2_Supine_Trial8.mat,Bandwidth2,10.0,0,Supine,8,0.837516733601071,0.2805739182692307,0.2349853515625,1.0711669921875
DeltaR=15.5cm_Angle=30_Band2_Facedown_Trial1.mat,Bandwidth2,15.5,30,Facedown,1,0.8553929004854369,0.3094951923076923,0.264739990234375,0.899505615234375
DeltaR=15.5cm_Angle=30_Band2_Facedown_Trial2.mat,Bandwidth2,15.5,30,Facedown,2,0.9137945250659633,0.2847055288461538,0.260162353515625,1.22222900390625
DeltaR=15.5cm_Angle=30_Band2_Facedown_Trial3.mat,Bandwidth2,15.5,30,Facedown,3,0.9623113517060369,0.28620793269230765,0.275421142578125,0.881195068359375
DeltaR=15.5cm_Angle=30_Band2_Facedown_Trial4.mat,Bandwidth2,15.5,30,Facedown,4,0.9395757850241546,0.31099759615384615,0.292205810546875,1.67999267578125
DeltaR=15.5cm_Angle=30_Band2_Facedown_Trial5.mat,Bandwidth2,15.5,30,Facedown,5,0.3857421875,0.3125,0.12054443359375,0.9521484375
DeltaR=15.5cm_Angle=30_Band2_Facedown_Trial6.mat,Bandwidth2,15.5,30,Facedown,6,0.6581559720457433,0.2955979567307692,0.194549560546875,2.433013916015625
DeltaR=15.5cm_Angle=30_Band2_Facedown_Trial7.mat,Bandwidth2,15.5,30,Facedown,7,0.8723159509202454,0.30611478365384615,0.26702880859375,0.84228515625
DeltaR=15.5cm_Angle=30_Band2_Facedown_Trial8.mat,Bandwidth2,15.5,30,Facedown,8,0.8731036662452591,0.2971003605769231,0.2593994140625,0.963592529296875
DeltaR=15.5cm_Angle=30_Band2_Lateral_Trial1.mat,Bandwidth2,15.5,30,Lateral,1,0.8583433373349341,0.31287560096153844,0.2685546875,0.885772705078125
DeltaR=15.5cm_Angle=30_Band2_Lateral_Trial2.mat,Bandwidth2,15.5,30,Lateral,2,0.5028339460784315,0.3064903846153846,0.15411376953125,0.894927978515625
DeltaR=15.5cm_Angle=30_Band2_Lateral_Trial3.mat,Bandwidth2,15.5,30,Lateral,3,0.5814085144927537,0.31099759615384615,0.180816650390625,0.97503662109375
DeltaR=15.5cm_Angle=30_Band2_Lateral_Trial4.mat,Bandwidth2,15.5,30,Lateral,4,0.7081861012956421,0.3188852163461538,0.225830078125,0.91552734375
DeltaR=15.5cm_Angle=30_Band2_Lateral_Trial5.mat,Bandwidth2,15.5,30,Lateral,5,0.6634615384615385,0.31738281249999994,0.2105712890625,1.226806640625
DeltaR=15.5cm_Angle=30_Band2_Lateral_Trial6.mat,Bandwidth2,15.5,30,Lateral,6,0.5745766932270917,0.2828275240384615,0.162506103515625,1.24969482421875
DeltaR=15.5cm_Angle=30_Band2_Lateral_Trial7.mat,Bandwidth2,15.5,30,Lateral,7,0.6661490683229814,0.3023587740384615,0.201416015625,0.897216796875
DeltaR=15.5cm_Angle=30_Band2_Lateral_Trial8.mat,Bandwidth2,15.5,30,Lateral,8,0.5539772727272727,0.27681790865384615,0.153350830078125,1.16729736328125
DeltaR=15.5cm_Angle=30_Band2_Supine_Trial1.mat,Bandwidth2,15.5,30,Supine,1,0.929726368159204,0.3019831730769231,0.28076171875,0.803375244140625
DeltaR=15.5cm_Angle=30_Band2_Supine_Trial2.mat,Bandwidth2,15.5,30,Supine,2,0.9330021902377974,0.3001051682692307,0.279998779296875,0.8148193359375
DeltaR=15.5cm_Angle=30_Band2_Supine_Trial3.mat,Bandwidth2,15.5,30,Supine,3,0.8900703794369645,0.3068659855769231,0.27313232421875,1.000213623046875
DeltaR=15.5cm_Angle=30_Band2_Supine_Trial4.mat,Bandwidth2,15.5,30,Supine,4,0.9470373376623378,0.28921274038461536,0.273895263671875,0.908660888671875
DeltaR=15.5cm_Angle=30_Band2_Supine_Trial5.mat,Bandwidth2,15.5,30,Supine,5,0.9362582781456954,0.28357872596153844,0.2655029296875,0.844573974609375
DeltaR=15.5cm_Angle=30_Band2_Supine_Trial6.mat,Bandwidth2,15.5,30,Supine,6,0.8673986486486487,0.2779447115384615,0.2410888671875,0.92010498046875
DeltaR=15.5cm_Angle=30_Band2_Supine_Trial7.mat,Bandwidth2,15.5,30,Supine,7,0.8603869818652851,0.2899639423076923,0.249481201171875,0.812530517578125
DeltaR=15.5cm_Angle=30_Band2_Supine_Trial8.mat,Bandwidth2,15.5,30,Supine,8,0.736825980392157,0.2681790865384615,0.197601318359375,0.8514404296875
DeltaR=20cm_Angle=0_Band2_Facedown_Trial1.mat,Bandwidth2,20.0,0,Facedown,1,0.8734123296158613,0.30310997596153844,0.264739990234375,1.18560791015625
DeltaR=20cm_Angle=0_Band2_Facedown_Trial2.mat,Bandwidth2,20.0,0,Facedown,2,0.8795362903225806,0.302734375,0.266265869140625,1.080322265625
DeltaR=20cm_Angle=0_Band2_Facedown_Trial3.mat,Bandwidth2,20.0,0,Facedown,3,0.8433422301304864,0.3166316105769231,0.26702880859375,1.105499267578125
DeltaR=20cm_Angle=0_Band2_Facedown_Trial4.mat,Bandwidth2,20.0,0,Facedown,4,0.8856147021546261,0.29634915865384615,0.262451171875,0.823974609375
DeltaR=20cm_Angle=0_Band2_Facedown_Trial5.mat,Bandwidth2,20.0,0,Facedown,5,0.8596676029962548,0.30085637019230765,0.258636474609375,0.8056640625
DeltaR=20cm_Angle=0_Band2_Facedown_Trial6.mat,Bandwidth2,20.0,0,Facedown,6,0.9086475942782837,0.28883713942307687,0.262451171875,0.8148193359375
DeltaR=20cm_Angle=0_Band2_Facedown_Trial7.mat,Bandwidth2,20.0,0,Facedown,7,0.8379506501182034,0.31775841346153844,0.266265869140625,1.153564453125
DeltaR=20cm_Angle=0_Band2_Facedown_Trial8.mat,Bandwidth2,20.0,0,Facedown,8,0.9235312899106003,0.29409555288461536,0.2716064453125,1.1260986328125
DeltaR=20cm_Angle=0_Band2_Lateral_Trial1.mat,Bandwidth2,20.0,0,Lateral,1,0.8985354010025063,0.2997295673076923,0.269317626953125,0.881195068359375
DeltaR=20cm_Angle=0_Band2_Lateral_Trial2.mat,Bandwidth2,20.0,0,Lateral,2,0.9914095371669004,0.2678034855769231,0.2655029296875,1.24053955078125
DeltaR=20cm_Angle=0_Band2_Lateral_Trial3.mat,Bandwidth2,20.0,0,Lateral,3,0.5263264973958334,0.28846153846153844,0.151824951171875,1.4190673828125
DeltaR=20cm_Angle=0_Band2_Lateral_Trial4.mat,Bandwidth2,20.0,0,Lateral,4,0.855263157894737,0.2854567307692307,0.244140625,1.06201171875
DeltaR=20cm_Angle=0_Band2_Lateral_Trial5.mat,Bandwidth2,20.0,0,Lateral,5,0.8306226765799257,0.30310997596153844,0.25177001953125,0.82855224609375
DeltaR=20cm_Angle=0_Band2_Lateral_Trial6.mat,Bandwidth2,20.0,0,Lateral,6,0.8465725806451614,0.29109074519230765,0.246429443359375,0.830841064453125
DeltaR=20cm_Angle=0_Band2_Lateral_Trial7.mat,Bandwidth2,20.0,0,Lateral,7,0.9560492318435755,0.26893028846153844,0.257110595703125,0.977325439453125
DeltaR=20cm_Angle=0_Band2_Lateral_Trial8.mat,Bandwidth2,20.0,0,Lateral,8,0.7062760778859528,0.2700570913461538,0.19073486328125,0.85601806640625
DeltaR=20cm_Angle=0_Band2_Supine_Trial1.mat,Bandwidth2,20.0,0,Supine,1,0.8783783783783785,0.3196364182692307,0.28076171875,0.821685791015625
DeltaR=20cm_Angle=0_Band2_Supine_Trial2.mat,Bandwidth2,20.0,0,Supine,2,0.8488805970149254,0.3019831730769231,0.25634765625,0.803375244140625
DeltaR=20cm_Angle=0_Band2_Supine_Trial3.mat,Bandwidth2,20.0,0,Supine,3,0.8402359437751006,0.2805739182692307,0.235748291015625,0.940704345703125
DeltaR=20cm_Angle=0_Band2_Supine_Trial4.mat,Bandwidth2,20.0,0,Supine,4,0.8588506711409397,0.2798227163461538,0.240325927734375,0.99334716796875
DeltaR=20cm_Angle=0_Band2_Supine_Trial5.mat,Bandwidth2,20.0,0,Supine,5,0.8147321428571428,0.2734375,0.2227783203125,1.082611083984375
DeltaR=20cm_Angle=0_Band2_Supine_Trial6.mat,Bandwidth2,20.0,0,Supine,6,0.7400282663316584,0.29897836538461536,0.22125244140625,0.8056640625
DeltaR=20cm_Angle=0_Band2_Supine_Trial7.mat,Bandwidth2,20.0,0,Supine,7,0.6367666374781087,0.2144681490384615,0.136566162109375,1.21307373046875
DeltaR=20cm_Angle=0_Band2_Supine_Trial8.mat,Bandwidth2,20.0,0,Supine,8,0.829623909883721,0.2584134615384615,0.214385986328125,1.078033447265625
DeltaR=22.5cm_Angle=30_Band2_Facedown_Trial1.mat,Bandwidth2,22.5,30,Facedown,1,0.9129464285714287,0.34179687499999994,0.312042236328125,0.98876953125
DeltaR=22.5cm_Angle=30_Band2_Facedown_Trial2.mat,Bandwidth2,22.5,30,Facedown,2,0.9112945492662474,0.3583233173076923,0.3265380859375,1.56097412109375
DeltaR=22.5cm_Angle=30_Band2_Facedown_Trial3.mat,Bandwidth2,22.5,30,Facedown,3,0.4105464159811987,0.3196364182692307,0.1312255859375,0.83770751953125
DeltaR=22.5cm_Angle=30_Band2_Facedown_Trial4.mat,Bandwidth2,22.5,30,Facedown,4,0.37586122047244097,0.28620793269230765,0.107574462890625,0.92926025390625
DeltaR=22.5cm_Angle=30_Band2_Facedown_Trial5.mat,Bandwidth2,22.5,30,Facedown,5,0.4810855263157895,0.2711838942307692,0.130462646484375,0.96588134765625
DeltaR=22.5cm_Angle=30_Band2_Facedown_Trial6.mat,Bandwidth2,22.5,30,Facedown,6,0.6352997896213184,0.2678034855769231,0.170135498046875,1.306915283203125
DeltaR=22.5cm_Angle=30_Band2_Facedown_Trial7.mat,Bandwidth2,22.5,30,Facedown,7,0.8863636363636364,0.2685546875,0.238037109375,0.97503662109375
DeltaR=22.5cm_Angle=30_Band2_Facedown_Trial8.mat,Bandwidth2,22.5,30,Facedown,8,0.84375,0.2685546875,0.226593017578125,1.29547119140625
DeltaR=22.5cm_Angle=30_Band2_Lateral_Trial1.mat,Bandwidth2,22.5,30,Lateral,1,0.8761824324324325,0.34743088942307687,0.304412841796875,0.8697509765625
DeltaR=22.5cm_Angle=30_Band2_Lateral_Trial2.mat,Bandwidth2,22.5,30,Lateral,2,0.4561908983451537,0.31775841346153844,0.14495849609375,0.91094970703125
DeltaR=22.5cm_Angle=30_Band2_Lateral_Trial3.mat,Bandwidth2,22.5,30,Lateral,3,0.8804657794676807,0.29634915865384615,0.26092529296875,0.8331298828125
DeltaR=22.5cm_Angle=30_Band2_Lateral_Trial4.mat,Bandwidth2,22.5,30,Lateral,4,0.9493591877496672,0.2820763221153846,0.267791748046875,0.84228515625
DeltaR=22.5cm_Angle=30_Band2_Lateral_Trial5.mat,Bandwidth2,22.5,30,Lateral,5,0.8446782178217823,0.30348557692307687,0.25634765625,0.890350341796875
DeltaR=22.5cm_Angle=30_Band2_Lateral_Trial6.mat,Bandwidth2,22.5,30,Lateral,6,0.8731036662452591,0.2971003605769231,0.2593994140625,0.885772705078125
DeltaR=22.5cm_Angle=30_Band2_Lateral_Trial7.mat,Bandwidth2,22.5,30,Lateral,7,0.8222953680203047,0.29597355769230765,0.243377685546875,0.94757080078125
DeltaR=22.5cm_Angle=30_Band2_Lateral_Trial8.mat,Bandwidth2,22.5,30,Lateral,8,0.7617187500000001,0.3064903846153846,0.23345947265625,0.858306884765625
DeltaR=22.5cm_Angle=30_Band2_Supine_Trial1.mat,Bandwidth2,22.5,30,Supine,1,0.7753193430656934,0.25728665865384615,0.315093994140625,0.812530517578125
DeltaR=22.5cm_Angle=30_Band2_Supine_Trial2.mat,Bandwidth2,22.5,30,Supine,2,0.9990248885586925,0.2527794471153846,0.252532958984375,1.01165771484375
DeltaR=22.5cm_Angle=30_Band2_Supine_Trial3.mat,Bandwidth2,22.5,30,Supine,3,0.8808075221238938,0.2971003605769231,0.261688232421875,1.045989990234375
DeltaR=22.5cm_Angle=30_Band2_Supine_Trial4.mat,Bandwidth2,22.5,30,Supine,4,0.8294484829329962,0.2971003605769231,0.246429443359375,0.87432861328125
DeltaR=22.5cm_Angle=30_Band2_Supine_Trial5.mat,Bandwidth2,22.5,30,Supine,5,0.8144865525672372,0.3072415865384615,0.250244140625,0.894927978515625
DeltaR=22.5cm_Angle=30_Band2_Supine_Trial6.mat,Bandwidth2,22.5,30,Supine,6,0.8348267622461172,0.3143780048076923,0.262451171875,0.81939697265625
DeltaR=22.5cm_Angle=30_Band2_Supine_Trial7.mat,Bandwidth2,22.5,30,Supine,7,0.8099449685534592,0.29860276442307687,0.241851806640625,0.830841064453125
DeltaR=22.5cm_Angle=30_Band2_Supine_Trial8.mat,Bandwidth2,22.5,30,Supine,8,0.8556640625,0.3004807692307692,0.257110595703125,0.817108154296875
DeltaR=27cm_Angle=0_Band2_Facedown_Trial1.mat,Bandwidth2,27.0,0,Facedown,1,0.9325047953964196,0.29371995192307687,0.273895263671875,0.91094970703125
DeltaR=27cm_Angle=0_Band2_Facedown_Trial2.mat,Bandwidth2,27.0,0,Facedown,2,0.8580698090692125,0.3147536057692307,0.27008056640625,0.839996337890625
DeltaR=27cm_Angle=0_Band2_Facedown_Trial3.mat,Bandwidth2,27.0,0,Facedown,3,0.9188988095238096,0.28395432692307687,0.26092529296875,0.867462158203125
DeltaR=27cm_Angle=0_Band2_Facedown_Trial4.mat,Bandwidth2,27.0,0,Facedown,4,0.8891710353866318,0.28658353365384615,0.25482177734375,1.023101806640625
DeltaR=27cm_Angle=0_Band2_Facedown_Trial5.mat,Bandwidth2,27.0,0,Facedown,5,0.8488805970149254,0.3019831730769231,0.25634765625,1.132965087890625
DeltaR=27cm_Angle=0_Band2_Facedown_Trial6.mat,Bandwidth2,27.0,0,Facedown,6,0.8838071693448702,0.30386117788461536,0.2685546875,0.89263916015625
DeltaR=27cm_Angle=0_Band2_Facedown_Trial7.mat,Bandwidth2,27.0,0,Facedown,7,0.7997881355932204,0.2880859375,0.23040771484375,0.8148193359375
DeltaR=27cm_Angle=0_Band2_Facedown_Trial8.mat,Bandwidth2,27.0,0,Facedown,8,0.8701743462017435,0.3016075721153846,0.262451171875,0.83770751953125
DeltaR=27cm_Angle=0_Band2_Lateral_Trial1.mat,Bandwidth2,27.0,0,Lateral,1,0.6871998399146212,0.35193810096153844,0.241851806640625,1.25885009765625
DeltaR=27cm_Angle=0_Band2_Lateral_Trial2.mat,Bandwidth2,27.0,0,Lateral,2,0.6098552009456265,0.31775841346153844,0.19378662109375,1.059722900390625
DeltaR=27cm_Angle=0_Band2_Lateral_Trial3.mat,Bandwidth2,27.0,0,Lateral,3,0.5116061899679829,0.35193810096153844,0.1800537109375,0.853729248046875
DeltaR=27cm_Angle=0_Band2_Lateral_Trial4.mat,Bandwidth2,27.0,0,Lateral,4,0.503225806451613,0.29109074519230765,0.146484375,1.190185546875
DeltaR=27cm_Angle=0_Band2_Lateral_Trial5.mat,Bandwidth2,27.0,0,Lateral,5,0.40512465373961226,0.2711838942307692,0.10986328125,1.373291015625
DeltaR=27cm_Angle=0_Band2_Lateral_Trial6.mat,Bandwidth2,27.0,0,Lateral,6,0.5987308951965067,0.3440504807692307,0.20599365234375,0.9246826171875
DeltaR=27cm_Angle=0_Band2_Lateral_Trial7.mat,Bandwidth2,27.0,0,Lateral,7,0.7356770833333335,0.35156249999999994,0.258636474609375,0.844573974609375
DeltaR=27cm_Angle=0_Band2_Lateral_Trial8.mat,Bandwidth2,27.0,0,Lateral,8,0.9272540983606558,0.2978515625,0.27618408203125,0.9246826171875
DeltaR=27cm_Angle=0_Band2_Supine_Trial1.mat,Bandwidth2,27.0,0,Supine,1,0.4197916666666667,0.33804086538461536,0.14190673828125,1.1627197265625
DeltaR=27cm_Angle=0_Band2_Supine_Trial2.mat,Bandwidth2,27.0,0,Supine,2,0.7896351439790577,0.2869591346153846,0.226593017578125,1.14898681640625
DeltaR=27cm_Angle=0_Band2_Supine_Trial3.mat,Bandwidth2,27.0,0,Supine,3,0.6929816988950277,0.27193509615384615,0.188446044921875,0.933837890625
DeltaR=27cm_Angle=0_Band2_Supine_Trial4.mat,Bandwidth2,27.0,0,Supine,4,0.6147576708507672,0.26930588942307687,0.165557861328125,0.88348388671875
DeltaR=27cm_Angle=0_Band2_Supine_Trial5.mat,Bandwidth2,27.0,0,Supine,5,0.5419808584686776,0.3237680288461538,0.17547607421875,0.972747802734375
DeltaR=27cm_Angle=0_Band2_Supine_Trial6.mat,Bandwidth2,27.0,0,Supine,6,0.6747764054514481,0.2204777644230769,0.148773193359375,1.334381103515625
DeltaR=27cm_Angle=0_Band2_Supine_Trial7.mat,Bandwidth2,27.0,0,Supine,7,0.8516566265060241,0.3117487980769231,0.2655029296875,0.9613037109375
DeltaR=27cm_Angle=0_Band2_Supine_Trial8.mat,Bandwidth2,27.0,0,Supine,8,0.49952948557089094,0.2993539663461538,0.1495361328125,1.444244384765625
DeltaR=8cm_Angle=30_Band2_Facedown_Trial1.mat,Bandwidth2,8.0,30,Facedown,1,0.9047379032258065,0.302734375,0.273895263671875,0.862884521484375
DeltaR=8cm_Angle=30_Band2_Facedown_Trial2.mat,Bandwidth2,8.0,30,Facedown,2,0.8790204678362574,0.3211388221153846,0.28228759765625,1.206207275390625
DeltaR=8cm_Angle=30_Band2_Facedown_Trial3.mat,Bandwidth2,8.0,30,Facedown,3,0.919858870967742,0.302734375,0.278472900390625,1.190185546875
DeltaR=8cm_Angle=30_Band2_Facedown_Trial4.mat,Bandwidth2,8.0,30,Facedown,4,0.8993710691823901,0.29860276442307687,0.2685546875,1.036834716796875
DeltaR=8cm_Angle=30_Band2_Facedown_Trial5.mat,Bandwidth2,8.0,30,Facedown,5,0.8143197088465846,0.33541165865384615,0.27313232421875,1.192474365234375
DeltaR=8cm_Angle=30_Band2_Facedown_Trial6.mat,Bandwidth2,8.0,30,Facedown,6,0.8431603773584906,0.31850961538461536,0.2685546875,1.183319091796875
DeltaR=8cm_Angle=30_Band2_Facedown_Trial7.mat,Bandwidth2,8.0,30,Facedown,7,0.8140027743526511,0.3046123798076923,0.247955322265625,0.835418701171875
DeltaR=8cm_Angle=30_Band2_Facedown_Trial8.mat,Bandwidth2,8.0,30,Facedown,8,0.8824282786885247,0.2749399038461538,0.24261474609375,0.8056640625
DeltaR=8cm_Angle=30_Band2_Lateral_Trial1.mat,Bandwidth2,8.0,30,Lateral,1,0.4658819311663478,0.19643930288461536,0.301361083984375,1.190185546875
DeltaR=8cm_Angle=30_Band2_Lateral_Trial2.mat,Bandwidth2,8.0,30,Lateral,2,0.8541784103720407,0.33315805288461536,0.284576416015625,1.1627197265625
DeltaR=8cm_Angle=30_Band2_Lateral_Trial3.mat,Bandwidth2,8.0,30,Lateral,3,0.8960686682520809,0.31588040865384615,0.283050537109375,1.0986328125
DeltaR=8cm_Angle=30_Band2_Lateral_Trial4.mat,Bandwidth2,8.0,30,Lateral,4,0.8785095579450418,0.3143780048076923,0.27618408203125,1.1993408203125
DeltaR=8cm_Angle=30_Band2_Lateral_Trial5.mat,Bandwidth2,8.0,30,Lateral,5,0.903357969151671,0.2922175480769231,0.26397705078125,0.904083251953125
DeltaR=8cm_Angle=30_Band2_Lateral_Trial6.mat,Bandwidth2,8.0,30,Lateral,6,0.8592704149933067,0.2805739182692307,0.2410888671875,0.8514404296875
DeltaR=8cm_Angle=30_Band2_Lateral_Trial7.mat,Bandwidth2,8.0,30,Lateral,7,0.8874113475177305,0.26479867788461536,0.2349853515625,1.27716064453125
DeltaR=8cm_Angle=30_Band2_Lateral_Trial8.mat,Bandwidth2,8.0,30,Lateral,8,0.8833968144044322,0.2711838942307692,0.23956298828125,0.8331298828125
DeltaR=8cm_Angle=30_Band2_Supine_Trial1.mat,Bandwidth2,8.0,30,Supine,1,-0.6953125000000002,0.11718749999999999,0.31585693359375,0.899505615234375
DeltaR=8cm_Angle=30_Band2_Supine_Trial2.mat,Bandwidth2,8.0,30,Supine,2,0.8589285714285715,0.3286508413461538,0.28228759765625,1.13525390625
DeltaR=8cm_Angle=30_Band2_Supine_Trial3.mat,Bandwidth2,8.0,30,Supine,3,0.9988910012674271,0.29634915865384615,0.2960205078125,1.1077880859375
DeltaR=8cm_Angle=30_Band2_Supine_Trial4.mat,Bandwidth2,8.0,30,Supine,4,0.9931222304283606,0.25428185096153844,0.252532958984375,0.87432861328125
DeltaR=8cm_Angle=30_Band2_Supine_Trial5.mat,Bandwidth2,8.0,30,Supine,5,0.8424916107382552,0.2798227163461538,0.235748291015625,0.8697509765625
DeltaR=8cm_Angle=30_Band2_Supine_Trial6.mat,Bandwidth2,8.0,30,Supine,6,0.8904499299719889,0.2681790865384615,0.238800048828125,0.844573974609375
DeltaR=8cm_Angle=30_Band2_Supine_Trial7.mat,Bandwidth2,8.0,30,Supine,7,0.9158886583679116,0.27155949519230765,0.24871826171875,0.899505615234375
DeltaR=8cm_Angle=30_Band2_Supine_Trial8.mat,Bandwidth2,8.0,30,Supine,8,0.8531857249626309,0.2512770432692307,0.214385986328125,0.80108642578125
DeltaR=10cm_Angle=0_Band3_Facedown_Trial1.mat,Bandwidth3,10.0,0,Facedown,1,0.8022208470847085,0.3414212740384615,0.273895263671875,0.853729248046875
DeltaR=10cm_Angle=0_Band3_Facedown_Trial2.mat,Bandwidth3,10.0,0,Facedown,2,0.9962305447470815,0.2895883413461538,0.290679931640625,0.849151611328125
DeltaR=10cm_Angle=0_Band3_Facedown_Trial3.mat,Bandwidth3,10.0,0,Facedown,3,0.937885802469136,0.3042367788461538,0.28533935546875,1.499176025390625
DeltaR=10cm_Angle=0_Band3_Facedown_Trial4.mat,Bandwidth3,10.0,0,Facedown,4,0.8673381542699725,0.2726862980769231,0.23651123046875,0.926971435546875
DeltaR=10cm_Angle=0_Band3_Facedown_Trial5.mat,Bandwidth3,10.0,0,Facedown,5,0.9871199324324323,0.2779447115384615,0.281524658203125,0.972747802734375
DeltaR=10cm_Angle=0_Band3_Facedown_Trial6.mat,Bandwidth3,10.0,0,Facedown,6,0.9022114178168132,0.2993539663461538,0.27008056640625,0.9796142578125
DeltaR=10cm_Angle=0_Band3_Facedown_Trial7.mat,Bandwidth3,10.0,0,Facedown,7,0.9133808724832216,0.2798227163461538,0.255584716796875,0.84228515625
DeltaR=10cm_Angle=0_Band3_Facedown_Trial8.mat,Bandwidth3,10.0,0,Facedown,8,0.9397526212319791,0.28658353365384615,0.269317626953125,0.98419189453125
DeltaR=10cm_Angle=0_Band3_Lateral_Trial1.mat,Bandwidth3,10.0,0,Lateral,1,0.4789465962441314,0.1600060096153846,0.243377685546875,1.0711669921875
DeltaR=10cm_Angle=0_Band3_Lateral_Trial2.mat,Bandwidth3,10.0,0,Lateral,2,0.5047348484848486,0.37184495192307687,0.18768310546875,1.691436767578125
DeltaR=10cm_Angle=0_Band3_Lateral_Trial3.mat,Bandwidth3,10.0,0,Lateral,3,0.8234155957943925,0.3215144230769231,0.264739990234375,1.622772216796875
DeltaR=10cm_Angle=0_Band3_Lateral_Trial4.mat,Bandwidth3,10.0,0,Lateral,4,0.5446274453394706,0.3263972355769231,0.177764892578125,1.0711669921875
DeltaR=10cm_Angle=0_Band3_Lateral_Trial5.mat,Bandwidth3,10.0,0,Lateral,5,0.43931159420289867,0.33691406249999994,0.14801025390625,1.100921630859375
DeltaR=10cm_Angle=0_Band3_Lateral_Trial6.mat,Bandwidth3,10.0,0,Lateral,6,0.5427003816793894,0.2952223557692307,0.16021728515625,1.5838623046875
DeltaR=10cm_Angle=0_Band3_Lateral_Trial7.mat,Bandwidth3,10.0,0,Lateral,7,0.6551603362391034,0.3016075721153846,0.197601318359375,1.190185546875
DeltaR=10cm_Angle=0_Band3_Lateral_Trial8.mat,Bandwidth3,10.0,0,Lateral,8,0.8643617021276597,0.22949218749999997,0.1983642578125,1.073455810546875
DeltaR=10cm_Angle=0_Band3_Supine_Trial1.mat,Bandwidth3,10.0,0,Supine,1,0.39082792207792194,0.14460637019230768,0.232696533203125,0.92926025390625
DeltaR=10cm_Angle=0_Band3_Supine_Trial2.mat,Bandwidth3,10.0,0,Supine,2,0.7853618421052633,0.18554687499999997,0.145721435546875,0.933837890625
DeltaR=10cm_Angle=0_Band3_Supine_Trial3.mat,Bandwidth3,10.0,0,Supine,3,0.9229290674603174,0.1893028846153846,0.174713134765625,0.8880615234375
DeltaR=10cm_Angle=0_Band3_Supine_Trial4.mat,Bandwidth3,10.0,0,Supine,4,0.848700495049505,0.18967848557692307,0.160980224609375,0.88348388671875
DeltaR=10cm_Angle=0_Band3_Supine_Trial5.mat,Bandwidth3,10.0,0,Supine,5,0.921812248995984,0.18704927884615383,0.17242431640625,0.8331298828125
DeltaR=10cm_Angle=0_Band3_Supine_Trial6.mat,Bandwidth3,10.0,0,Supine,6,0.9278078007518799,0.1998197115384615,0.185394287109375,0.830841064453125
DeltaR=10cm_Angle=0_Band3_Supine_Trial7.mat,Bandwidth3,10.0,0,Supine,7,0.7264016018306636,0.16413762019230768,0.20904541015625,0.84228515625
