m1a2;t2
510;1146
2306;2945
3968;4595
5589;6217
7242;7871
8946;9577
10688;11323
12380;13013
14092;14723
15893;16529
17697;18332
19475;20112
21181;21814
22818;23453
24444;25078
26025;26654
27554;28184
29012;29640
30439;31059
31876;32502
33408;34030
35085;35714
36925;37558
38689;39326
40397;41031
42048;42684
43760;44388
45454;46089
47130;47769
48752;49387
50326;50952
51954;52587
53642;54268
55315;55944
56992;57631
58567;59195
60130;60757
61806;62438
63566;64201
65419;66059
67074;67710
68766;69397
70558;71195
72376;73012
74115;74749
75753;76387
77441;78073
79226;79859
81007;81642
82715;83346
84398;85033
86257;86893
88178;88817
89968;90605
91688;92322
93525;94165
95370;96010
97171;97808
98887;99524
1.007e+05;1.0134e+05
1.0257e+05;1.032e+05
1.045e+05;1.0514e+05
1.0626e+05;1.0689e+05
