m1a2;t2
150;782
2030;2667
3922;4557
5704;6333
7438;8065
9348;9974
11429;12058
13243;13870
14916;15532
17703;18354
20068;20721
22209;22858
24220;24858
26149;26790
27917;28559
29608;30238
31349;31989
33330;33966
35615;36262
37760;38404
39783;40430
41567;42214
43288;43923
45074;45717
46997;47639
48929;49575
50818;51460
52569;53211
54230;54860
55895;56544
57674;58313
59568;60212
61472;62121
63385;64031
65240;65889
66975;67618
68637;69273
70317;70953
72081;72719
73907;74548
75722;76366
77492;78130
79165;79805
80786;81418
82480;83112
84249;84889
86040;86682
87839;88473
89533;90175
91171;91802
92847;93482
94524;95154
96200;96837
97808;98440
99342;99969
1.0089e+05;1.0153e+05
1.0249e+05;1.0312e+05
1.0417e+05;1.0481e+05
1.0591e+05;1.0655e+05
1.0765e+05;0
