m1a2;t2
529;1159
2353;2977
4165;4784
5824;6448
7470;8087
9196;9810
11085;11713
12914;13546
14686;15318
16556;17193
18402;19027
20175;20802
21839;22465
23495;24129
25278;25898
27073;27694
28857;29482
30571;31196
32301;32935
34113;34740
35946;36580
37797;38431
39535;40163
41231;41863
42960;43586
44707;45339
46475;47110
48118;48744
49782;50406
51485;52112
53170;53795
54910;55539
56594;57223
58298;58926
60014;60638
61714;62340
63406;64046
65117;65752
66814;67460
68390;69011
69966;70592
71601;72229
73270;73899
74850;75482
76368;76990
77907;78533
79513;80137
81321;81956
83071;83696
84822;85446
86586;87224
88305;88929
89943;90581
91468;92098
93007;93642
94548;95172
96103;96727
97668;98290
99155;99779
1.0072e+05;1.0135e+05
1.0227e+05;1.0289e+05
1.0382e+05;1.0445e+05
1.0534e+05;1.0597e+05
1.0688e+05;1.0749e+05
1.0848e+05;0
