m1a2;t2
366;974
1674;2292
2961;3588
4205;4823
5458;6078
6711;7331
7994;8614
9321;9948
10653;11275
11931;12550
13174;13797
14430;15052
15696;16318
17005;17625
18348;18972
19674;20303
20946;21569
22215;22839
23484;24107
24763;25381
26070;26688
27363;27989
28608;29222
29852;30471
31090;31705
32338;32959
33620;34240
34928;35553
36189;36808
37459;38086
38727;39348
39997;40614
41266;41885
42527;43146
43737;44356
44965;45585
46189;46808
47430;48050
48690;49309
49945;50567
51173;51792
52409;53028
53646;54267
54915;55534
56201;56822
57436;58059
58660;59279
59879;60498
61095;61711
62300;62916
63503;64119
64678;65294
65855;66470
67025;67643
68209;68822
69411;70026
70616;71238
71815;72430
73065;73688
74337;74964
75682;76308
77042;77666
78342;78965
79609;80231
80877;81502
82142;82764
83421;84044
84694;85314
85929;86549
87158;87783
88393;89014
89628;90249
90892;91513
92127;92747
93369;94000
94623;95246
95870;96496
97133;97749
98386;99010
99609;1.0023e+05
1.0084e+05;1.0147e+05
1.0206e+05;1.0268e+05
1.0329e+05;1.0391e+05
1.0453e+05;1.0514e+05
1.0574e+05;1.0636e+05
1.0695e+05;1.0757e+05
1.0816e+05;1.0878e+05
1.0939e+05;0
