m1a1;t3
537;1135
1949;2564
3446;4055
5008;5612
6574;7166
8094;8702
9492;10098
10833;11438
12215;12823
13651;14258
15167;15777
16747;17364
18325;18946
19812;20420
21203;21835
22608;23212
24052;24693
25586;26195
27169;27792
28745;29378
30312;30929
31759;32369
33102;33714
34506;35135
35953;36586
37486;38114
39086;39712
40621;41243
42065;42694
43471;44099
44964;45581
46513;47144
48126;48763
49698;50338
51175;51803
52620;53254
54171;54804
55828;56464
57558;58210
59241;59862
60913;61549
62510;63152
63990;64639
65384;66030
66860;67477
68450;69087
70212;70869
72093;72742
73861;74519
75444;76085
77031;77694
78731;79391
80500;81160
82281;82932
83943;84598
85464;86122
86975;87641
88652;89319
90440;91100
92344;93017
94139;94807
95767;96424
97375;98042
99119;99788
1.0095e+05;1.0161e+05
1.0282e+05;1.0349e+05
1.0458e+05;1.0525e+05
1.0619e+05;1.0685e+05
1.0774e+05;0
