m1a2;t2
454;1091
1813;2442
3119;3747
4421;5052
5720;6350
7050;7680
8394;9021
9735;10366
11023;11650
12310;12940
13611;14244
14928;15559
16276;16907
17636;18266
18931;19556
20191;20818
21456;22086
22721;23349
24002;24632
25304;25936
26589;27217
27824;28450
29069;29696
30310;30939
31574;32203
32889;33522
34230;34862
35538;36165
36803;37427
38064;38689
39318;39946
40575;41200
41839;42465
43110;43738
44342;44963
45564;46186
46804;47429
48071;48699
49372;49997
50681;51311
51978;52606
53225;53854
54446;55070
55680;56305
56909;57533
58158;58784
59431;60056
60698;61323
61954;62581
63246;63877
64599;65235
66004;66636
67445;68081
68864;69497
70202;70828
71478;72104
72768;73399
74032;74662
75287;75914
76548;77175
77826;78451
79068;79691
80326;80955
81591;82217
82928;83560
84324;84959
85734;86366
87098;87725
88408;89036
89725;90356
91035;91669
92342;92974
93625;94254
94864;95486
96084;96712
97312;97940
98560;99187
99854;1.0048e+05
1.0118e+05;1.0181e+05
1.0248e+05;1.0311e+05
1.0375e+05;1.0438e+05
1.0502e+05;1.0565e+05
1.0629e+05;1.0692e+05
1.0756e+05;1.0819e+05
1.0884e+05;0
