m1a2;t2
402;1033
2116;2755
3909;4551
5655;6295
7297;7932
8924;9559
10568;11203
12193;12828
13783;14423
15346;15980
16915;17546
18575;19213
20256;20895
21988;22630
23641;24289
25266;25905
26961;27597
28639;29276
30330;30970
32040;32688
33727;34363
35398;36030
37103;37740
38841;39483
40737;41384
42441;43089
44068;44708
45766;46404
47544;48183
49280;49916
50963;51603
52542;53180
54186;54836
55982;56624
57822;58463
59595;60233
61378;62024
62995;63633
64519;65162
65993;66629
67474;68108
68963;69598
70517;71153
72032;72667
73409;74036
74741;75368
76112;76740
77567;78194
79079;79711
80626;81263
82192;82828
83715;84344
85205;85834
86626;87251
88035;88665
89459;90088
90931;91562
92458;93088
94069;94708
95603;96239
97081;97704
98570;99197
1.001e+05;1.0073e+05
1.0165e+05;1.0229e+05
1.0317e+05;1.038e+05
1.0468e+05;1.053e+05
1.0608e+05;1.067e+05
1.0745e+05;1.0808e+05
1.0881e+05;1.0943e+05
