m1a2;t2
531;1176
2302;2951
4038;4688
5765;6415
7368;8047
8979;9673
10721;11376
12527;13176
14350;15014
16106;16766
17738;18382
19380;20026
21039;21689
22725;23381
24316;24964
25854;26503
27427;28080
29056;29707
30721;31368
32413;33068
34024;34670
35572;36218
37156;37809
38860;39499
40514;41163
42174;42823
43725;44375
45235;45881
46795;47439
48448;49099
50167;50816
51852;52505
53441;54085
54962;55606
56562;57210
58199;58844
59822;60479
61441;62084
63198;63842
65087;65744
66984;67639
68881;69538
70652;71308
72406;73059
74264;74922
76117;76781
77882;78542
79530;80188
81156;81813
82877;83528
84642;85300
86314;86967
87898;88549
89522;90170
91331;91986
93141;93799
94996;95652
96677;97323
98317;98970
1.0017e+05;1.0083e+05
1.021e+05;1.0276e+05
1.0403e+05;1.0469e+05
1.058e+05;1.0646e+05
1.0753e+05;1.0819e+05
