m1a3;t3
899;470
2104;1560
3333;2760
4554;3993
5772;5234
6957;6494
8146;7631
9357;8793
10567;10005
11789;11228
12986;12452
14162;13656
15351;14825
16545;16016
17761;17210
18957;18416
20174;19610
21350;20820
22541;21999
23733;23186
24931;24373
26136;25610
27338;26792
28524;28005
29722;29170
30949;30390
32177;31630
33403;32828
34619;34111
35821;35257
37035;36471
38242;37689
39463;38892
40665;40125
41856;41337
43059;42504
44271;43715
45465;44929
46703;46117
47916;47368
49128;48578
50334;49790
51543;50991
52786;52199
54019;53444
55223;54676
56412;55879
57613;57085
58814;58252
60037;59464
61266;60698
62471;61916
63667;63140
64881;64313
66104;65539
67351;66767
68576;68002
69779;69232
70975;70446
72213;71644
73412;72868
74634;74075
75850;75290
77055;76511
78252;77726
79456;78894
80689;80097
81914;81326
83140;82565
84343;83809
85535;84994
86724;86203
87909;87379
89111;88572
90308;89766
91515;90969
92710;92177
93906;93361
95117;94580
96335;95764
97559;96999
98800;98214
1e+05;99471
0;1.0063e+05
