m1a2;t2
666;1341
2167;2835
3739;4405
5391;6057
7030;7704
8572;9242
9959;10631
11312;11971
12699;13357
14256;14915
15935;16617
17516;18190
18981;19651
20443;21104
22054;22718
23840;24518
25653;26327
27321;27995
28727;29401
30035;30707
31340;31997
32780;33453
34404;35076
36121;36807
37842;38521
39320;40000
40723;41394
42153;42817
43710;44388
45474;46144
47301;47974
48943;49622
50428;51109
51972;52639
53640;54304
55341;56014
57071;57749
58714;59400
60148;60843
61506;62168
62931;63591
64640;65314
66545;67235
68385;69071
70031;70712
71737;72407
73523;74210
75290;75971
76865;77561
78277;78949
79654;80335
81164;81837
82962;83648
84808;85490
86454;87149
88018;88708
89633;90314
91429;92109
93296;93977
94992;95701
96483;97157
97960;98629
99531;1.002e+05
1.0127e+05;1.0196e+05
1.0306e+05;1.0375e+05
1.0482e+05;1.0551e+05
1.0628e+05;1.0695e+05
1.0766e+05;0
