m1a2;t2
408;1084
1792;2453
3164;3824
4556;5239
6001;6660
7522;8184
8898;9554
10171;10826
11408;12068
12686;13347
14118;14796
15613;16265
17128;17783
18577;19233
19915;20589
21155;21807
22345;23011
23536;24216
24814;25458
26273;26925
27828;28488
29370;30020
30880;31539
32216;32863
33469;34119
34726;35355
36097;36761
37653;38318
39286;39954
40893;41543
42284;42881
43599;44191
44928;45578
46322;46980
47773;48431
49230;49890
50721;51393
52041;52701
53267;53930
54461;55111
55679;56338
57108;57765
58876;59556
60626;61282
62346;63016
63983;64659
65366;66028
66632;67304
67856;68511
69122;69790
70555;71224
72165;72821
73726;74380
75324;75979
76757;77420
78050;78705
79276;79943
80508;81171
81888;82541
83759;84439
85563;86239
87279;87959
88858;89523
90216;90879
91475;92145
92697;93357
93948;94619
95409;96065
97124;97793
98805;99467
1.0044e+05;1.011e+05
1.0189e+05;1.0255e+05
1.0321e+05;1.0386e+05
1.0444e+05;1.0511e+05
1.0565e+05;0
