m1a2;t2
902;1569
2389;3062
3912;4574
5471;6141
6939;7612
8302;8989
9657;10317
11067;11720
12734;13406
14484;15164
16195;16859
17742;18425
19099;19776
20390;21053
21703;22368
23193;23864
24920;25584
26630;27283
28246;28909
29809;30481
31175;31844
32435;33098
33653;34315
34889;35552
36290;36962
38088;38764
39935;40613
41734;42402
43528;44198
45125;45819
46488;47176
47747;48409
48981;49659
50246;50903
51723;52393
53500;54188
55326;55996
57130;57799
58885;59568
60378;61066
61698;62374
62958;63636
64238;64896
65706;66361
67568;68237
69374;70049
71193;71868
72751;73429
74132;74809
75440;76129
76765;77439
78281;78958
80087;80786
82047;82757
83950;84618
85556;86242
86964;87641
88311;88983
89689;90368
91432;92117
93304;94007
95079;95738
96896;97584
98482;99154
99883;1.0056e+05
1.0122e+05;1.0189e+05
1.0254e+05;0
