m1a3;t3
147;815
1368;2024
2576;3209
3775;4414
4995;5668
6194;6842
7405;8046
8606;9245
9788;10453
10994;11648
12211;12899
13437;14111
14656;15290
15902;16573
17101;17751
18287;18958
19478;20154
20710;21365
21927;22588
23150;23796
24382;25042
25618;26306
26805;27440
28024;28675
29239;29884
30452;31110
31678;32348
32894;33559
34093;34721
35283;35922
36506;37145
37739;38394
38983;39632
40217;40871
41433;42090
42648;43294
43851;44515
45077;45744
46290;46949
47512;48160
48720;49382
49902;50564
51095;51751
52282;52916
53430;54124
54555;55183
55692;56416
56828;57505
58011;58688
59212;59899
60406;61065
61579;62242
62803;63465
63998;64673
65191;65843
66404;67088
67599;68235
68772;69430
69917;70616
71095;71754
72254;72914
73396;74044
74535;75204
75694;76373
76857;77522
78017;78688
79191;79827
80332;81002
81486;82124
82657;83294
83832;84489
85002;85644
86187;86860
87467;88126
88690;89344
89939;90629
91197;91869
92490;93155
93785;94442
95078;95762
96377;97038
97657;98310
98966;99615
1.0022e+05;1.0087e+05
1.0145e+05;1.0209e+05
1.0274e+05;1.034e+05
1.04e+05;1.0467e+05
1.0524e+05;1.0586e+05
