m1a3;t3
60;708
1564;2203
3018;3663
4469;5109
5980;6633
7530;8147
8990;9622
10505;11131
12028;12628
13502;14145
14952;15587
16455;17102
18024;18667
19542;20182
21066;21741
22629;23266
24198;24815
25692;26354
27210;27891
28734;29336
30294;30937
31775;32420
33280;33929
34860;35495
36461;37087
37978;38617
39486;40137
40998;41647
42509;43124
43942;44570
45377;46002
46868;47482
48424;49061
49886;50529
51387;52002
52949;53586
54463;55094
55894;56522
57360;58002
58855;59487
60328;60977
61716;62337
63161;63816
64599;65228
66037;66643
67450;68072
68908;69569
70394;71056
71856;72476
73303;73965
74829;75461
76335;76948
77835;78451
79284;79939
80785;81405
82305;82937
83787;84472
85220;85828
86732;87429
88259;88925
89807;90465
91300;91948
92725;93368
94073;94704
95412;96063
96758;97431
98115;98763
99521;1.0018e+05
1.01e+05;1.0164e+05
1.0245e+05;1.0308e+05
1.0388e+05;1.0452e+05
1.0539e+05;1.0607e+05
1.0692e+05;1.0758e+05
