m1a3;t2
672;89
2299;1305
3947;2988
5539;4584
7134;6176
8788;7818
10388;9513
11905;10990
13479;12535
15067;14192
16546;15695
18115;17269
19717;18694
21303;20357
22884;21952
24552;23490
26256;25142
27849;26902
29473;28450
31145;30102
32825;31744
34452;33478
36093;35120
37756;36734
39423;38440
40995;40046
42667;41612
44359;43270
45947;44933
47592;46558
49256;48201
50822;49899
52471;51522
54150;53132
55747;54873
57333;56335
58973;57989
60549;59607
62133;61158
63769;62733
65421;64365
67004;66050
68633;67735
70288;69341
71823;70869
73383;72437
75006;74053
76608;75644
78123;77216
79717;78793
81307;80434
82845;81912
84430;83475
86011;85084
87562;86593
89024;88215
90520;89632
92045;91221
93551;92663
95011;94213
96557;95621
98139;97226
99675;98758
1.0119e+05;1.0032e+05
1.0274e+05;1.0187e+05
1.0429e+05;1.0335e+05
1.0569e+05;1.0497e+05
0;1.064e+05
