m2a2;t2
376;1097
2586;3255
4550;5254
6318;6976
8075;8727
9908;10586
11839;12523
14085;14752
16184;16839
18192;18830
20261;20954
22151;22817
23907;24613
25647;26380
27528;28214
29621;30260
31916;32606
34206;34891
36369;37035
38491;39167
40280;40924
41947;42629
43638;44274
45420;46092
48219;48900
50750;51405
52931;53616
55012;55648
57045;57686
59026;59719
60774;61457
62488;63170
64271;64915
66129;66797
68228;68877
70594;71258
72801;73486
74769;75419
76467;77136
78180;78818
80013;80694
81683;82345
83324;83982
84973;85625
86700;87347
88809;89461
91074;91773
93287;93952
95396;96034
97413;98065
99407;1.0007e+05
1.0113e+05;1.018e+05
1.0277e+05;1.0342e+05
1.0439e+05;1.0507e+05
1.0601e+05;1.0666e+05
1.078e+05;1.0845e+05
1.1044e+05;0
