m1a2;t2
230;969
2054;2780
3886;4641
5723;6451
7542;8304
9287;10036
11127;11881
12995;13773
14864;15627
16675;17469
18524;19322
20379;21143
22208;22991
24025;24793
25883;26637
27762;28510
29662;30413
31579;32413
33466;34231
35236;36032
37041;37778
38824;39583
40622;41371
42436;43187
44296;45050
46151;46905
47946;48735
49742;50540
51544;52329
53274;54027
55047;55778
56829;57565
58620;59399
60449;61233
62291;63029
64131;64906
65925;66706
67733;68484
69468;70212
71237;72000
73011;73767
74786;75532
76538;77283
78225;78975
80034;80776
81809;82539
83494;84229
85249;85988
86994;87738
88767;89514
90466;91204
92216;92951
93980;94716
95748;96508
97431;98188
99146;99890
1.0087e+05;1.0161e+05
1.0259e+05;1.0339e+05
1.0429e+05;1.0501e+05
1.0602e+05;1.0676e+05
1.0775e+05;1.0851e+05
1.0951e+05;0
