m2a2;t2
202;376
658;836
1138;1301
1623;1785
2081;2240
2514;2677
2926;3097
3350;3520
3811;3981
4285;4458
4749;4922
5247;5399
5762;5938
6241;6403
6723;6886
7195;7359
7642;7815
8121;8288
8620;8783
9089;9258
9576;9741
10075;10236
10549;10714
11045;11212
11535;11697
11999;12163
12470;12636
12954;13120
13439;13607
13896;14064
14336;14502
14800;14969
15280;15448
15764;15932
16244;16411
16700;16870
17161;17330
17635;17804
18125;18293
18608;18777
19099;19268
19587;19756
20065;20235
20548;20717
21008;21178
21486;21655
21971;22142
22463;22633
22969;23140
23466;23637
23964;24135
24444;24616
24890;25059
25302;25485
25714;25893
26143;26321
26582;26758
