m1a3;t3
428;1122
2568;3219
4773;5475
6919;7613
8860;9560
10817;11521
12923;13624
14911;15613
16781;17482
18522;19222
20431;21133
22396;23093
24261;24958
26023;26731
27844;28544
29608;30302
31370;32073
33002;33698
34805;35499
36679;37376
38596;39293
40369;41063
42265;42965
44169;44870
45904;46609
47546;48242
49229;49926
50924;51620
52465;53157
53971;54658
55611;56302
57316;58019
58957;59660
60512;61207
62166;62854
63821;64511
65454;66144
67029;67720
68714;69407
70453;71146
72239;72936
73998;74692
75830;76519
77694;78382
79419;80112
81040;81731
82820;83516
84588;85278
86255;86950
88004;88694
89778;90472
91568;92262
93204;93896
95036;95730
96885;97574
98668;99368
1.0037e+05;1.0106e+05
1.0213e+05;1.0283e+05
1.0391e+05;1.046e+05
1.0564e+05;1.0634e+05
1.0726e+05;1.0795e+05
1.0882e+05;1.0951e+05
1.1052e+05;0
