m2a2;t2
213;393
627;805
1047;1226
1473;1650
1909;2080
2355;2532
2793;2961
3241;3410
3696;3865
4159;4328
4624;4790
5075;5248
5536;5707
5999;6168
6462;6634
6918;7095
7364;7539
7794;7970
8222;8391
8671;8841
9145;9315
9614;9785
10082;10252
10553;10723
11002;11168
11427;11600
11834;12004
12229;12408
12629;12806
13039;13217
13465;13643
13892;14073
14319;14487
14750;14954
15180;15352
15612;15792
16050;16229
16491;16672
16930;17108
17367;17546
17792;17971
18205;18386
18614;18795
19015;19195
19413;19594
19812;19992
20215;20396
20617;20797
21029;21208
21447;21631
21874;22045
22305;22477
22730;22903
23144;23322
23564;23744
23971;24148
24381;24559
24789;24970
25186;25368
25575;25759
25958;26138
26354;26534
26697;0
