m1a3;t3
633;1304
1897;2585
3169;3848
4423;5098
5677;6357
6944;7621
8194;8878
9474;10132
10733;11423
11980;12792
13243;13924
14503;15172
15766;16427
17027;17688
18295;18952
19554;20172
20830;21505
22086;22766
23340;24015
24597;25257
25843;26542
27104;27789
28355;29039
29626;30334
30906;31549
32182;32858
33432;34121
34730;35547
36001;36617
37270;38053
38517;39182
39797;40486
41116;41767
42415;43083
43726;44387
45034;45713
46330;46996
47627;48306
48897;49578
50221;50894
51525;52210
52836;53515
54086;54767
55341;56013
56587;57253
57848;58501
59112;59764
60348;61049
61606;62286
62894;63552
64160;64778
65434;66142
66720;67393
68023;68682
69326;70007
70595;71278
71895;72562
73187;73856
74476;75137
75750;76402
77035;77710
78313;78989
79599;80266
80878;81562
82151;82828
83441;84110
84743;85407
86011;86700
87287;87959
88567;89250
89852;90515
91136;0
