m1a2;t2
429;1002
2056;2646
3741;4327
5387;5974
6922;7501
8464;9043
10242;10839
12175;12773
14043;14640
15795;16394
17343;17934
18821;19414
20452;21042
22587;23197
24573;25173
26444;27048
28199;28800
29802;30404
31435;32033
33255;33862
35289;35904
37259;37870
39150;39767
40773;41381
42258;42876
43903;44510
46085;46704
48186;48810
50156;50785
51861;52472
53578;54193
55780;56414
57967;58602
60074;60713
62002;62639
63629;64250
65238;65863
67255;67895
69613;70263
71894;72540
74006;74647
75828;76464
77618;78256
79754;80411
82024;82677
84236;84893
86289;86939
88024;88679
89712;90360
91675;92333
93958;94621
96221;96875
98368;99028
1.0018e+05;1.0082e+05
1.0195e+05;1.026e+05
1.0391e+05;1.0456e+05
1.0615e+05;1.0681e+05
1.0831e+05;1.0898e+05
