m1a1;t3
226;913
1828;2516
3429;4112
5160;5835
6962;7672
8774;9468
10614;11287
12423;13120
14171;14863
15797;16485
17330;18026
18804;19504
20280;20981
21861;22542
23531;24272
25301;26017
27132;27819
28947;29645
30697;31381
32362;33069
33930;34623
35474;36184
37106;37794
38799;39492
40545;41239
42292;42980
43954;44647
45497;46181
47080;47760
48704;49385
50261;50939
51704;52379
53138;53796
54605;55279
56132;56814
57671;58351
59226;59887
60763;61432
62363;63066
64006;64703
65693;66365
67354;68058
68942;69620
70574;71244
72202;72885
73882;74552
75644;76367
77394;78082
79149;79847
80908;81599
82666;83347
84416;85112
86120;86807
87798;88483
89459;90125
91115;91797
92779;93469
94451;95140
96118;96827
97786;98481
99456;1.0014e+05
1.0111e+05;1.018e+05
1.0277e+05;1.0345e+05
1.0438e+05;1.0509e+05
1.0597e+05;1.0665e+05
1.0753e+05;1.0821e+05
