m1a1;t1
497;1069
2028;2604
3519;4093
5048;5620
6731;7307
8893;9475
10984;11570
12686;13264
14390;14966
16286;16871
18266;18857
20091;20681
21622;22203
23097;23677
24587;25166
26301;26886
28309;28898
30362;30952
32302;32893
33947;34530
35469;36061
36973;37562
38589;39179
40675;41272
42819;43416
44815;45411
46532;47127
48063;48654
49537;50123
51008;51598
52643;53238
54584;55180
56616;57220
58516;59115
60120;60715
61670;62264
63209;63799
64735;65329
66189;66784
67851;68450
69625;70231
71474;72078
73122;73724
74645;75247
76122;76715
77598;78198
79209;79808
81097;81697
82998;83599
85023;85628
86968;87576
88555;89154
90091;90692
91672;92269
93767;94376
96043;96655
98045;98652
99981;1.006e+05
1.0158e+05;1.0219e+05
1.0311e+05;1.0372e+05
1.0462e+05;1.0523e+05
1.0625e+05;1.0686e+05
1.0882e+05;1.0943e+05
