m1a2;t2
430;1088
1742;2380
3100;3737
4517;5168
5960;6603
7325;7985
8668;9311
10070;10713
11632;12305
13298;13971
14911;15574
16457;17087
18009;18667
19526;20152
20989;21647
22396;23052
23860;24521
25439;26118
27145;27800
28866;29537
30427;31076
31957;32616
33521;34200
35182;35845
36859;37529
38454;39130
39874;40525
41244;41890
42637;43297
44113;44773
45663;46338
47174;47826
48621;49288
50089;50736
51671;52337
53304;53961
54968;55666
56498;57151
57965;58632
59427;60112
60927;61581
62434;63077
63858;64516
65264;65926
66705;67352
68190;68841
69648;70306
71054;71710
72524;73188
74034;74706
75538;76214
76939;77594
78361;79026
79864;80505
81383;82066
82826;83495
84170;84850
85521;86198
86927;87585
88394;89072
89790;90455
91186;91838
92580;93275
93991;94642
95344;96006
96636;97310
97908;98562
99214;99854
1.0065e+05;1.0128e+05
1.0206e+05;1.0272e+05
1.0348e+05;1.0414e+05
1.0502e+05;1.0568e+05
1.066e+05;1.0727e+05
1.0813e+05;1.088e+05
1.0959e+05;0
