m1a1;t1
328;1137
2116;2921
3903;4618
5735;6469
7535;8261
9340;10106
11171;11923
12988;13738
14902;15496
16597;17325
18432;19154
20269;21038
22064;22782
23866;24647
25667;26405
27484;28253
29314;30053
31109;31870
32949;33673
34811;35538
36692;37470
38550;39297
40377;41118
42267;43067
44151;44881
46026;46738
47854;48604
49709;50468
51565;52345
53450;54176
55337;56076
57177;57895
59031;59802
60897;61630
62770;63503
64590;65342
66426;67194
68292;69030
70179;70909
72068;72811
73891;74646
75731;76462
77589;78365
79474;80229
81302;82044
83152;83921
85009;85744
86865;87620
88717;89513
90589;91335
92481;93239
94385;95168
96250;96971
98129;98874
1.0001e+05;1.0075e+05
1.0185e+05;1.0256e+05
1.0368e+05;1.0442e+05
1.0552e+05;1.0627e+05
1.0739e+05;1.0811e+05
1.0931e+05;1.101e+05
