m1a2;t2
635;1444
2368;3128
4093;4872
5824;6586
7545;8292
9265;10057
10955;11701
12634;13360
14332;15040
16036;16777
17703;18461
19369;20159
21061;21846
22784;23509
24491;25220
26181;26935
27909;28668
29676;30423
31415;32125
33113;33837
34853;35637
36593;37329
38298;39033
39988;40738
41694;42442
43389;44126
45104;45860
46796;47547
48511;49250
50229;51010
51959;52705
53647;54370
55343;56118
57071;57809
58805;59547
60544;61269
62256;62981
63973;64707
65719;66431
67453;68209
69166;69937
70861;71602
72572;73346
74294;75019
76014;76746
77704;78473
79394;80097
81097;81828
82808;83524
84487;85245
86175;86962
87892;88626
89629;90344
91364;92108
93051;93772
94768;95503
96483;97260
98221;98933
99892;1.0062e+05
1.0159e+05;1.0237e+05
1.0331e+05;1.0402e+05
1.05e+05;0
