m1a2;t2
455;1215
2145;2907
3844;4564
5570;6333
7226;7929
8915;9630
10616;11353
12325;13050
14015;14727
15655;16393
17358;18079
19065;19795
20796;21534
22452;23166
24137;24880
25797;26530
27478;28180
29150;29893
30792;31509
32504;33216
34232;34944
35993;36728
37712;38472
39416;40140
41166;41900
42920;43643
44661;45380
46320;47043
48063;48789
49787;50527
51535;52261
53232;53964
54963;55688
56701;57453
58443;59157
60199;60938
61895;62632
63646;64377
65398;66132
67155;67897
68882;69616
70530;71283
72288;73008
74025;74752
75764;76509
77437;78161
79165;79929
80885;81617
82618;83368
84354;85088
86014;86755
87747;88473
89453;90165
91162;91894
92874;93652
94541;95279
96252;96976
97968;98704
99684;1.0041e+05
1.0141e+05;1.0215e+05
1.0307e+05;1.0378e+05
1.0477e+05;1.0549e+05
1.0647e+05;1.0719e+05
1.0819e+05;1.0891e+05
1.0993e+05;1.1064e+05
1.116e+05;1.1231e+05
1.1334e+05;0
