m1a2;t2
756;1538
2494;3227
4223;4959
5943;6690
7646;8390
9301;10027
10943;11704
12594;13333
14247;14974
15898;16624
17543;18280
19196;19927
20835;21573
22476;23215
24102;24814
25732;26443
27375;28099
29038;29815
30690;31477
32332;33068
33999;34760
35677;36389
37339;38115
38973;39722
40609;41372
42245;42978
43888;44598
45497;46244
47103;47871
48726;49445
50365;51104
52024;52771
53631;54353
55242;56033
56886;57621
58518;59226
60143;60864
61780;62513
63425;64196
65071;65811
66713;67417
68342;69093
69989;70721
71626;72357
73252;74012
74874;75642
76485;77212
78103;78844
79720;80435
81365;82131
83023;83756
