m2a2;t2
1743;554
3572;2396
5356;4219
7203;6009
9174;7861
11446;9826
13657;12109
15811;14316
17837;16465
19865;18486
21938;20521
24026;22592
26035;24684
28014;26696
29907;28660
31825;30578
33738;32467
35571;34394
37417;36219
39315;38059
41269;39961
43303;41911
45342;43969
47348;45991
49222;47995
50971;49892
52743;51626
54570;53369
56431;55217
58346;57079
60258;58992
62233;60912
64100;62887
65853;64744
67590;66520
69303;68241
71007;70030
72808;71653
74637;73451
76451;75292
78299;77105
80167;78950
81968;80821
83637;82624
85326;84287
87057;85974
88897;87692
90932;89558
92918;91645
94873;93595
96846;95531
98684;97500
1.0038e+05;99435
1.0207e+05;1.0107e+05
1.0381e+05;1.0272e+05
1.0561e+05;1.0446e+05
1.0744e+05;1.0625e+05
0;1.0808e+05
