m1a2;t2
206;27
584;355
983;740
1309;1140
1664;1464
2040;1820
2439;2182
2841;2591
3245;2991
3640;3397
4024;3787
4381;4176
4727;4530
5073;4878
5427;5221
5792;5575
6174;5941
6556;6325
6926;6706
7288;7075
7652;7435
8023;7801
8402;8172
8781;8555
9142;8930
9489;9295
9827;9641
10153;9981
10492;10301
10837;10636
11198;10986
11572;11348
11948;11722
12318;12098
12677;12468
13026;12828
13373;13174
13725;13523
14084;13880
14439;14236
14794;14587
15149;14946
15511;15298
15879;15659
16251;16028
16619;16404
16989;16770
17350;17138
17704;17499
18045;17854
18386;18193
18735;18538
19090;18885
19444;19240
19801;19592
20134;19954
20466;20282
20784;20616
21110;20930
21462;21260
21862;21612
0;22023
