m1a1;t1
443;1087
2427;3071
4503;5150
6687;7334
8797;9444
10791;11438
12718;13361
14601;15243
16282;16929
17902;18546
19512;20151
21139;21773
22903;23545
24774;25415
26672;27310
28592;29237
30405;31050
32051;32696
33600;34241
35144;35791
36614;37252
38055;38693
39468;40101
40864;41498
42322;42952
44024;44658
45957;46591
47921;48560
49853;50493
51771;52411
53647;54290
55440;56079
57153;57790
58825;59460
60378;61016
61863;62500
63322;63957
64730;65360
66215;66841
67995;68628
70027;70659
72039;72671
74071;74709
76104;76741
78120;78760
79839;80479
81426;82072
82948;83579
84413;85043
85954;86581
87655;88286
89470;90103
91287;91919
93175;93810
95042;95676
96927;97567
98793;99426
1.0053e+05;1.0117e+05
1.0224e+05;1.0288e+05
1.0384e+05;1.0448e+05
1.0531e+05;1.0594e+05
1.0673e+05;1.0736e+05
1.0808e+05;1.0872e+05
